Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,17138,0,11,36.6057299568211,0,276,9946.294024973742,142.57206797405206,0.0,11,35,65,79,110,130,150,160,220,270,280
GET,/cart,26696,0,8,14.115373089601439,0,270,11090.883990110879,222.08565332216673,0.0,8,11,13,15,26,55,99,120,190,250,270
POST,/cart,44583,0,14,19.813157481551265,1,301,17012.204472556805,370.8886980095205,0.0,14,17,20,22,34,62,110,140,210,260,300
POST,/cart/checkout,18007,0,17,21.923918476148163,1,292,6406.321541622702,149.80133201124724,0.0,17,21,24,27,38,55,96,130,220,280,290
POST,/cart/empty,9071,0,13,21.51989857788557,1,287,9922.889648329843,75.4622026253137,0.0,13,16,19,22,38,84,140,170,250,290,290
GET,/product/0PUK6V6EV0,14827,0,7,12.131112160248195,0,248,7538.730626559654,123.34671792807036,0.0,7,9,11,13,22,45,82,100,160,200,250
GET,/product/1YMWWN1N4O,14893,0,7,12.313771570536494,0,232,7586.032834217418,123.89577595621176,0.0,7,9,11,13,23,47,86,110,170,220,230
GET,/product/2ZYFJ3GM2N,14824,0,7,12.46411225040475,0,217,7558.609956826767,123.32176074497302,0.0,7,9,11,13,23,49,87,110,170,210,220
GET,/product/66VCHSJNUP,14882,0,7,12.282892084397258,1,225,7526.686870044349,123.80426628485486,0.0,7,9,11,13,23,46,83,100,170,220,220
GET,/product/6E92ZMYYFZ,14770,0,7,12.602640487474611,0,239,7533.9488828706835,122.87253144922096,0.0,7,9,11,13,24,52,87,110,170,220,240
GET,/product/9SIQT8TOJO,14759,0,7,12.69970865234772,1,237,7584.795311335456,122.78102177786405,0.0,7,9,11,13,24,52,88,110,170,230,240
GET,/product/L9ECAV7KIM,14862,0,7,12.352442470730722,0,262,7556.865226752792,123.63788506420595,0.0,7,9,11,13,24,49,85,110,160,220,260
GET,/product/LS4PSXUNUM,14644,0,7,12.476987161977602,0,283,7550.5895247200215,121.82432975913282,0.0,7,10,11,13,23,47,87,110,170,210,280
GET,/product/OLJCESPC7Z,14829,0,7,12.514195158136085,0,219,7588.175129813204,123.36335605013525,0.0,7,10,11,13,25,48,84,110,160,200,220
POST,/setCurrency,17901,0,12,19.53913189207307,1,329,9966.965476789006,148.91951154180802,0.0,12,15,18,20,35,74,120,150,230,280,330
,Aggregated,266686,0,9,16.81200737946499,0,329,9810.142703404003,2218.5771104987775,0.0,9,13,16,19,34,69,110,130,200,260,330
