Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1728414746,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1728414747,12,,Aggregated,0.000000,0.000000,60,60,60,60,63,63,63,63,63,63,63,6,0,39,45.0,9,63,9511.833333333334
1728414748,23,,Aggregated,0.000000,0.000000,31,39,56,60,74,81,97,97,97,97,97,46,0,31,37.06521739130435,0,97,9495.978260869566
1728414749,35,,Aggregated,0.000000,0.000000,56,56,56,56,56,56,56,56,56,56,56,1,0,56,56.0,56,56,6483.0
1728414750,47,,Aggregated,0.000000,0.000000,56,64,65,74,85,91,120,120,120,120,120,29,0,56,49.13793103448276,1,116,8678.172413793103
1728414751,58,,Aggregated,0.000000,0.000000,44,61,65,73,83,911728414752,70,,Aggregated,0.000001728414752,69,,Aggregate1728414751172171728414752,70,,Aggregated,0.000000,0.000000,91,91,92,92,93,93,93,93,93,93,93,6,0,88,85.66666666666667,74,93,9508.5
1728414753,82,,Aggregated,0.000000,0.000000,54,76,91,93,110,140,150,150,150,150,150,51,0,54,58.03921568627451,1,154,9086.764705882353
1728414754,93,,Aggregated,0.000000,0.000000,40,71,82,93,110,140,150,150,170,170,170,114,0,35,47.42982456140351,1,170,9373.236842105263
1728414755,105,,Aggregated,0.000000,0.000000,76,80,85,85,87,87,87,87,87,87,87,7,0,76,62.714285714285715,24,87,9240.714285714286
1728414756,117,,Aggregated,0.01728414757,128,,Aggregated,0.000000,0172841417281728414757,129,,Aggregated,0.000000,0.000000,52,72,81,87,110,130,160,170,180,180,180,118,0,49,51.601694915254235,1,178,9493.889830508475
1728414758,140,,Aggregated,0.000000,0.000000,84,87,91,91,100,100,100,100,100,100,100,8,0,83,76.125,37,103,9024.875
1728414759,152,,Aggregated,0.000000,0.000000,37,79,87,91,110,120,130,160,160,160,160,92,0,33,47.76086956521739,1,159,9751.576086956522
1728414760,164,,Aggregated,0.000000,0.000000,32,69,81,88,110,120,130,160,170,170,170,192,0,30,44.302083333333336,1,172,9648.041666666666
1728414761,175,,Aggregated,0.000000,0.000000,110,110,1201728414762,186,,Aggr1728414762,186,,Aggregat171728414762,187,,Aggregated,0.000000,0.001728414762,187,,Aggregated,0.000000,0.000000,41,66,82,89,110,130,160,170,180,180,180,120,0,36,46.266666666666666,1,180,9172.591666666667
1728414763,199,,Aggregated,0.000000,0.000000,25,60,81,86,100,120,140,160,180,180,180,221,0,25,42.79185520361991,1,180,9375.669683257918
1728414764,210,,Aggregated,0.000000,0.000000,110,110,120,120,130,130,130,130,130,130,130,16,0,110,101.875,45,131,8601.4375
1728414765,222,,Aggregated,0.000000,0.000000,57,81,93,100,120,130,150,210,210,210,210,136,0,56,56.89705882352941,1,213,9263.41911764706
1728414766,233,,Aggregated,0.0000017284141728414767,244,,Aggregated,1728414767,1728414767,21728414767,245,,Aggregated,0.000000,0.000000,111728414767,245,,Aggregated,0.0001728414767,245,,Aggregated,0.000000,0.000000,100,120,120,130,140,140,140,140,140,140,140,17,0,100,98.82352941176471,40,141,8743.176470588236
1728414768,256,,Aggregated,0.000000,0.000000,46,79,98,120,140,150,180,180,180,180,180,136,0,45,56.9264705882353,1,185,9420.941176470587
1728414769,268,,Aggregated,0.000000,0.000000,62,89,110,120,140,180,190,220,270,270,270,256,0,60,69.01171875,1,267,9485.55078125
1728414770,280,,Aggregated,0.000000,0.000000,87,91,96,96,110,110,110,110,110,1728414772,302,,Aggregated,0.000000,01728414772,303,,Aggregated,0.000000,0.000000,67,100,1201728414772,303,,Aggregated,0.000000,0.000000,651728414772,3031728414772,303171728414772,303,,A1728414772,303,,Aggregated,0.000000,0.000000,70,92,110,130,150,180,230,240,300,300,300,283,0,70,76.65724381625442,1,296,9489.22261484099
1728414773,315,,Aggregated,0.000000,0.000000,110,130,130,130,160,170,170,170,170,170,170,11,0,110,108.9090909090909,41,169,8314.818181818182
1728414774,326,,Aggregated,0.000000,0.000000,95,130,150,150,190,220,250,260,260,260,260,134,0,90,103.24626865671642,9,256,9509.402985074626
1728414775,338,,Aggregated,0.000000,0.000000,110,140,150,160,200,230,260,300,31728414777,350,,Aggregated,0.000000,0.000000,140,170,200,210,250,290,320,350,380,380,380,164,0,140,1728414777,350,,Aggregated,0.000000,0.0000001728414777,350,,Aggregated,0.01728414777,350,,Aggregated,0.000000,0.000000,140,170,200,220,270,340,390,410,510,510,510,192,0,140,156.546875,11,509,9734.817708333334
1728414778,350,,Aggregated,0.000000,0.000000,92,130,160,170,230,280,350,390,510,510,510,353,0,92,109.3172804532571728414777,7000,,Aggregated,2583.300000,0.000000,55,84,100,120,150,180,220,260,360,470,570,54437,0,55,66.56178701985782,0,569,9539.894024284953
