Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,11758,0,5,27.119578159550944,0,179,9947.192634801837,97.83886410005827,0.0,5,19,52,65,87,100,120,130,150,170,180
GET,/cart,18238,0,3,7.535475381072486,0,189,11200.693716416274,151.75924506351956,0.0,3,4,5,6,12,34,69,89,120,150,190
POST,/cart,30347,0,6,9.608363264902627,1,246,17029.454212937027,252.51879646576532,0.0,6,7,9,10,15,30,62,82,130,200,250
POST,/cart/checkout,12060,0,6,8.485986733001658,0,147,6406.381592039801,100.35182012644181,0.0,6,8,9,11,16,25,38,49,100,140,150
POST,/cart/empty,6022,0,6,11.58801062769844,2,199,9922.958319495185,50.10934169166108,0.0,6,7,9,10,19,49,92,110,160,200,200
GET,/product/0PUK6V6EV0,10133,0,3,6.343432349748347,0,165,7540.314418237442,84.31716362696807,0.0,3,4,5,6,10,24,55,73,120,160,160
GET,/product/1YMWWN1N4O,10085,0,3,6.776103123450669,1,138,7586.75795736242,83.91775339760909,0.0,3,4,5,6,11,28,61,77,120,130,140
GET,/product/2ZYFJ3GM2N,10046,0,3,6.756420465857057,0,159,7558.682460680868,83.59323258625493,0.0,3,4,5,6,11,29,62,79,110,140,160
GET,/product/66VCHSJNUP,10059,0,3,6.493687245253008,0,153,7527.545581071677,83.70140619003965,0.0,3,4,5,6,10,26,56,78,110,150,150
GET,/product/6E92ZMYYFZ,10169,0,3,6.70144556986921,1,146,7534.946602419117,84.6167212989873,0.0,3,4,5,6,11,28,59,75,120,130,150
GET,/product/9SIQT8TOJO,10123,0,3,6.405215845105206,0,126,7585.654845401561,84.23395316251828,0.0,3,4,5,6,10,25,56,74,110,120,130
GET,/product/L9ECAV7KIM,10097,0,3,6.669901951074577,0,147,7556.793007824106,84.01760595494883,0.0,3,4,5,6,11,26,60,78,120,140,150
GET,/product/LS4PSXUNUM,10313,0,3,6.617763987200621,0,164,7551.703481043343,85.81495198706422,0.0,3,4,5,6,10,27,59,75,120,150,160
GET,/product/OLJCESPC7Z,10057,0,3,6.955155613005867,0,148,7589.2835835736305,83.6847640971497,0.0,3,4,5,6,11,31,64,82,130,140,150
POST,/setCurrency,12078,0,6,10.577496274217586,1,194,9967.983358171883,100.50159896245142,0.0,6,7,8,10,16,39,81,100,150,190,190
,Aggregated,181585,0,4,9.09826252168406,0,246,9824.228945122119,1510.9772187114374,0.0,4,5,7,8,16,44,77,95,140,180,250
