Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1728412893,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1728412894,9,,Aggregated,0.000000,0.000000,33,37,39,40,49,68,68,68,68,68,68,13,0,33,35.46153846153846,16,68,8836.76923076923
1728412895,18,,Aggregated,0.000000,0.000000,32,35,39,40,48,68,76,76,76,76,76,37,0,32,31.43243243243243,6,76,9159.0
1728412896,27,,Aggregated,0.000000,0.000000,74,74,74,74,74,74,74,74,74,74,74,1,0,74,74.0,74,74,9913.0
1728412897,37,,Aggregated,0.000000,0.000000,49,67,74,79,86,100,110,110,110,110,110,22,0,41,49.13636363636363,2,109,9349.136363636364
1728412898,46,,Aggregated,0.000000,0.000000,40,63,74,79,96,110,110,110,110,111728412899,55,,Aggregated172841728412899,55,,Aggregated,0.1728412899,55,,Aggregated,0.000000,0.000000,87,87,87,87,87,87,87,87,87,87,87,4,0,85,85.25,82,87,9913.0
1728412900,64,,Aggregated,0.000000,0.000000,30,42,60,69,87,92,100,100,100,100,100,49,0,30,35.06122448979592,2,101,9877.040816326531
1728412901,73,,Aggregated,0.000000,0.000000,30,55,69,78,90,100,120,130,130,130,130,87,0,30,38.01149425287356,1,128,9577.643678160919
1728412902,82,,Aggregated,0.000000,0.000000,78,80,82,82,95,95,95,95,95,95,95,7,0,78,64.71428571428571,30,95,8083.857142857143
1728412903,91,,Aggregated,0.000000,0.001728412904,11728412904,101172841291728412904,1011728412904,101,,Aggregated1728412904,1001728412904,101,,Aggregated,0.000000,0.000000,16,38,51,56,82,91,97,100,100,100,100,109,0,16,29.28440366972477,1,102,9352.45871559633
1728412905,110,,Aggregated,0.000000,0.000000,88,88,95,95,100,100,100,100,100,100,100,6,0,87,80.16666666666667,30,105,8933.5
1728412906,119,,Aggregated,0.000000,0.000000,19,44,76,84,99,110,130,150,150,150,150,58,0,13,36.8448275862069,1,147,9430.810344827587
