Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,14997,0,8,29.917650196706006,0,227,9947.765286390611,125.69676927272515,0.0,8,23,54,66,92,110,130,140,180,220,230
GET,/cart,22662,0,5,9.96381607978113,1,196,11251.888756508693,189.94066715066327,0.0,5,7,9,10,18,39,76,97,140,180,200
POST,/cart,38173,0,9,13.840960888586174,1,264,17024.65965472978,319.9455073313154,0.0,9,12,14,15,23,43,83,100,160,210,260
POST,/cart/checkout,15148,0,10,14.170715606020597,1,234,6406.2723791919725,126.96236987019007,0.0,10,14,16,18,25,38,64,85,140,210,230
POST,/cart/empty,7556,0,9,15.526204340921122,1,252,9923.291159343567,63.33031863870849,0.0,9,11,14,16,27,63,110,130,200,250,250
GET,/product/0PUK6V6EV0,12534,0,5,9.045875219403223,0,197,7538.919498962821,105.05323105049924,0.0,5,6,8,9,16,35,69,88,140,180,200
GET,/product/1YMWWN1N4O,12551,0,4,8.854752609353836,0,181,7586.526173213289,105.19571588597542,0.0,4,6,8,9,15,35,69,89,140,170,180
GET,/product/2ZYFJ3GM2N,12592,0,4,8.824888818297332,0,195,7558.860228716646,105.53935578330032,0.0,4,6,8,9,15,35,68,89,130,190,200
GET,/product/66VCHSJNUP,12653,0,4,8.802497431439184,0,193,7526.8671461313525,106.05062489883252,0.0,4,6,8,9,16,35,66,84,140,180,190
GET,/product/6E92ZMYYFZ,12516,0,4,8.955656759348035,0,183,7534.616490891659,104.90236475411268,0.0,4,6,8,9,16,36,68,88,140,170,180
GET,/product/9SIQT8TOJO,12825,0,5,9.101910331384016,1,182,7586.306276803119,107.49223617541509,0.0,5,6,8,9,16,36,71,86,140,170,180
GET,/product/L9ECAV7KIM,12621,0,5,8.863956897234768,0,184,7556.980825608113,105.78241814970087,0.0,5,6,8,9,16,35,65,84,140,160,180
GET,/product/LS4PSXUNUM,12501,0,4,9.038716902647788,0,219,7551.124950003999,104.77664284045723,0.0,4,6,8,9,16,37,71,90,130,170,220
GET,/product/OLJCESPC7Z,12652,0,4,9.13697439140057,0,216,7588.45644957319,106.04224343792215,0.0,4,6,8,9,16,38,69,90,150,190,220
POST,/setCurrency,15126,0,8,14.294261536427344,1,218,9967.3380933492,126.77797773016206,0.0,8,11,13,15,23,54,97,120,170,210,220
,Aggregated,227107,0,6,12.185093370085466,0,264,9838.348496523666,1903.48844296998,0.0,6,9,11,13,23,54,88,110,160,200,260
