Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,17275,0,12,37.859102749638204,0,302,9946.73441389291,144.7704441963553,0.0,12,37,69,82,110,130,150,170,210,290,300
GET,/cart,26967,0,8,14.540772054733564,0,243,11223.083880298142,225.99273913997763,0.0,8,11,13,15,28,56,96,120,180,240,240
POST,/cart,44860,0,14,20.178377173428444,1,329,17019.237360677664,375.94223598544136,0.0,14,18,20,22,34,61,110,140,220,280,330
POST,/cart/checkout,17933,0,18,22.453298388445884,1,317,6406.333519210394,150.28471060916004,0.0,18,22,25,28,38,57,93,120,220,300,320
POST,/cart/empty,8888,0,13,21.829657965796578,1,293,9923.15087758776,74.48449829332596,0.0,13,17,20,22,39,85,140,170,240,290,290
GET,/product/0PUK6V6EV0,14921,0,7,12.861604450103881,0,237,7540.138596608806,125.0431142028259,0.0,7,10,12,14,25,48,87,110,170,230,240
GET,/product/1YMWWN1N4O,14952,0,7,12.598715890850722,0,225,7586.894529159978,125.30290486969056,0.0,7,10,12,13,24,47,84,100,170,220,220
GET,/product/2ZYFJ3GM2N,14911,0,7,12.631681309100664,1,218,7558.797196700422,124.95931076190182,0.0,7,10,12,13,23,46,86,110,170,200,220
GET,/product/66VCHSJNUP,15064,0,7,12.684147636749866,0,252,7527.080788635157,126.24150340804032,0.0,7,10,12,14,24,48,85,110,160,230,250
GET,/product/6E92ZMYYFZ,14965,0,7,12.607083194119612,0,210,7534.183695289008,125.41184934289188,0.0,7,10,12,13,24,47,86,110,170,200,210
GET,/product/9SIQT8TOJO,14995,0,7,12.621940646882294,0,207,7586.255751917306,125.66325966566413,0.0,7,10,12,13,24,48,84,110,160,200,210
GET,/product/L9ECAV7KIM,15160,0,7,12.72532981530343,0,269,7556.686015831135,127.04601644091152,0.0,7,10,12,14,24,47,86,110,170,240,270
GET,/product/LS4PSXUNUM,15110,0,7,12.57445400397088,0,199,7550.61455989411,126.6269992362911,0.0,7,10,12,13,24,47,84,110,160,190,200
GET,/product/OLJCESPC7Z,14977,0,7,12.532349602724176,0,273,7588.912265473727,125.51241347200077,0.0,7,10,12,13,23,47,85,100,170,210,270
POST,/setCurrency,18044,0,13,20.214475726003105,1,301,9967.92640212813,151.21492880341737,0.0,13,16,19,21,37,77,120,140,210,290,300
,Aggregated,269022,0,10,17.177104474726974,0,329,9819.883912839841,2254.4969284278955,0.0,10,13,17,19,35,70,110,130,200,260,330
