Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,12427,0,6,27.364689788364046,1,206,9947.020439365897,103.38620145771513,0.0,6,24,51,62,84,100,120,130,180,200,210
GET,/cart,19694,0,4,7.540012186452727,0,160,11175.516096272977,163.84387635859352,0.0,4,5,6,7,13,29,61,79,130,160,160
POST,/cart,32802,0,7,10.477135540515823,1,215,17028.58066581306,272.8956449839842,0.0,7,8,10,11,17,32,63,82,140,190,220
POST,/cart/checkout,13159,0,7,9.9366213238088,1,205,6406.366745193403,109.47606220182452,0.0,7,9,11,13,18,26,45,66,110,190,200
POST,/cart/empty,6524,0,6,11.797976701410178,2,211,9923.421060698958,54.27629985596954,0.0,6,8,10,11,19,43,87,110,190,210,210
GET,/product/0PUK6V6EV0,10812,0,3,7.0360710321864595,0,177,7539.302996670366,89.9502382039765,0.0,3,4,6,7,12,28,57,74,130,170,180
GET,/product/1YMWWN1N4O,10927,0,3,7.077422897410085,0,156,7586.908392056374,90.90697862142538,0.0,3,4,6,7,12,30,58,79,120,150,160
GET,/product/2ZYFJ3GM2N,10903,0,3,7.040997890488856,0,177,7558.906264330918,90.70731105604474,0.0,3,4,6,7,11,28,59,77,120,170,180
GET,/product/66VCHSJNUP,10757,0,3,7.012921818350842,0,191,7526.868364785721,89.49266669997921,0.0,3,4,6,7,12,28,58,75,120,160,190
GET,/product/6E92ZMYYFZ,10886,0,3,7.102884438728642,0,172,7533.050339886092,90.56587986390012,0.0,3,4,6,7,12,28,59,80,130,160,170
GET,/product/9SIQT8TOJO,10877,0,3,7.053783212282799,0,146,7585.364070975453,90.49100452688239,0.0,3,4,6,7,12,29,58,75,120,140,150
GET,/product/L9ECAV7KIM,10894,0,3,6.812649164677804,0,180,7556.801542133285,90.632435719027,0.0,3,4,6,6,11,26,55,74,120,160,180
GET,/product/LS4PSXUNUM,10970,0,3,6.842844120328167,0,188,7550.808842297174,91.26471634273236,0.0,3,4,6,7,11,26,56,73,120,160,190
GET,/product/OLJCESPC7Z,11032,0,3,7.077048585931835,0,163,7589.256707759246,91.78052421996566,0.0,3,5,6,7,12,28,57,75,120,160,160
POST,/setCurrency,13200,0,6,11.660984848484848,1,198,9967.942121212121,109.81716095934978,0.0,6,8,10,11,19,46,84,100,150,190,200
,Aggregated,195864,0,4,9.60306130784626,0,215,9823.563110117224,1629.48700107137,0.0,4,6,8,9,17,44,76,93,140,190,220
