Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,20952,0,24,48.43370561282932,0,442,9947.127338678885,175.60635124149198,0.0,24,51,76,89,120,150,180,210,300,420,440
GET,/cart,32646,0,17,27.382435826747535,0,480,11141.781780309992,273.6180289533098,0.0,17,23,29,34,55,95,140,170,280,360,480
POST,/cart,54019,0,28,40.58886688017179,1,570,17011.2911753272,452.75293469426094,0.0,28,36,43,49,74,130,200,240,360,490,570
POST,/cart/checkout,21805,0,37,50.35313001605137,1,650,6406.163311167164,182.755655251085,0.0,37,48,57,63,87,140,220,290,440,540,650
POST,/cart/empty,10765,0,26,39.452020436600094,2,541,9923.1219693451,90.22538999210867,0.0,26,35,42,48,75,130,190,240,330,400,540
GET,/product/0PUK6V6EV0,17822,0,15,23.79014700931433,0,361,7539.1813488946245,149.3726800222351,0.0,15,20,25,29,48,84,130,150,240,350,360
GET,/product/1YMWWN1N4O,17918,0,15,23.759906239535663,0,310,7586.115303047215,150.17729102448706,0.0,15,20,25,29,49,81,120,150,240,300,310
GET,/product/2ZYFJ3GM2N,17915,0,15,23.81010326542004,0,346,7559.262126709461,150.1521469306667,0.0,15,20,25,29,47,84,130,150,240,320,350
GET,/product/66VCHSJNUP,18393,0,15,24.363888435817973,0,376,7526.50356113739,154.15843921271295,0.0,15,20,25,30,49,85,130,160,250,380,380
GET,/product/6E92ZMYYFZ,17958,0,15,23.892916805880386,0,359,7534.005178750418,150.51254560875873,0.0,15,20,25,30,48,81,120,150,260,360,360
GET,/product/9SIQT8TOJO,18037,0,15,23.953928036813217,0,310,7585.362532571936,151.17467341269523,0.0,15,20,25,30,48,80,130,160,230,280,310
GET,/product/L9ECAV7KIM,17884,0,15,24.148792216506376,1,423,7556.311060165511,149.89232462785617,0.0,15,20,25,30,49,84,130,160,250,360,420
GET,/product/LS4PSXUNUM,17982,0,15,24.071682793905016,0,349,7550.458514069625,150.7136983593217,0.0,15,20,25,29,49,85,130,150,240,300,350
GET,/product/OLJCESPC7Z,18138,0,15,23.514941007828867,0,335,7588.261826000662,152.02119123798116,0.0,15,20,25,29,46,81,130,160,240,300,340
POST,/setCurrency,21450,0,24,36.285687645687645,2,460,9967.594965034965,179.78027081567404,0.0,24,31,38,44,70,120,180,220,330,410,460
,Aggregated,323684,0,20,31.75638585781194,0,650,9812.663239455766,2712.913621384645,0.0,20,28,35,41,68,110,160,200,320,460,650
