Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,13556,0,6,29.804440838005313,1,213,9946.992696960755,112.77428492063852,0.0,6,24,58,70,93,110,120,140,170,190,210
GET,/cart,20946,0,4,8.843836532034755,0,164,11267.820443044018,174.25274210295768,0.0,4,6,7,9,15,35,74,92,140,160,160
POST,/cart,35217,0,7,12.155407899593946,1,276,17026.791663117245,292.9752133409654,0.0,7,10,12,13,20,39,74,98,150,210,280
POST,/cart/checkout,13989,0,8,11.647008363714347,1,196,6406.172564157552,116.37647327787049,0.0,8,11,13,15,21,34,54,70,120,190,200
POST,/cart/empty,6966,0,7,13.451335055986219,1,222,9923.325294286535,57.95114110041074,0.0,7,10,11,13,22,55,100,120,170,220,220
GET,/product/0PUK6V6EV0,11710,0,4,8.034842015371478,0,180,7539.602305721605,97.41714933761266,0.0,4,5,7,8,14,33,67,84,120,170,180
GET,/product/1YMWWN1N4O,11641,0,4,8.10239670131432,1,203,7587.634395670475,96.84312856013227,0.0,4,5,7,8,14,33,68,86,130,180,200
GET,/product/2ZYFJ3GM2N,11554,0,4,8.275056257573135,0,180,7560.539813051757,96.11936323200483,0.0,4,5,7,8,14,36,69,88,140,160,180
GET,/product/66VCHSJNUP,11764,0,4,8.172815368922135,0,182,7525.753315198912,97.86638298955381,0.0,4,5,7,8,14,34,66,86,130,160,180
GET,/product/6E92ZMYYFZ,11739,0,4,7.976744186046512,0,168,7534.728426612148,97.65840444698847,0.0,4,5,7,8,14,32,67,85,130,160,170
GET,/product/9SIQT8TOJO,11820,0,4,8.092047377326566,0,186,7585.233417935702,98.33225492490021,0.0,4,5,7,8,14,33,69,87,130,160,190
GET,/product/L9ECAV7KIM,11567,0,4,8.086798651335696,0,170,7557.347021699663,96.22751207413882,0.0,4,5,7,8,14,34,66,80,130,170,170
GET,/product/LS4PSXUNUM,11670,0,4,8.23770351328192,0,155,7550.644730077121,97.08438366950809,0.0,4,5,7,8,14,36,69,88,140,150,160
GET,/product/OLJCESPC7Z,11632,0,4,8.314305364511691,0,157,7588.937242090784,96.76825628480874,0.0,4,5,7,8,14,36,70,89,140,150,160
POST,/setCurrency,14078,0,7,12.663943742008808,1,241,9968.257138798124,117.11687688940314,0.0,7,9,11,12,21,45,89,110,160,200,240
,Aggregated,209849,0,5,10.99886108582838,0,276,9835.560441079062,1745.7635671518938,0.0,5,7,9,11,21,51,86,100,150,190,280
