Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,14254,0,7,28.75298161919461,1,199,9946.761751087413,118.49441418841482,0.0,7,24,52,64,88,110,130,140,170,190,200
GET,/cart,22172,0,5,9.594037524806062,0,205,11223.49873714595,184.31725490287172,0.0,5,6,8,9,18,41,74,96,140,180,200
POST,/cart,36576,0,8,12.777531714785653,1,213,17012.211258748906,304.05862869057535,0.0,8,11,13,14,21,40,77,100,150,200,210
POST,/cart/checkout,14669,0,9,12.726429886154476,1,229,6406.2715249846615,121.94433574644711,0.0,9,12,15,17,23,34,55,74,130,200,230
POST,/cart/empty,7377,0,8,14.077131625321947,1,283,9923.382946997424,61.32547309302204,0.0,8,10,13,14,24,51,98,120,190,280,280
GET,/product/0PUK6V6EV0,12254,0,4,8.116778194875144,0,168,7538.496817365758,101.8682861978978,0.0,4,6,7,8,15,31,60,79,130,150,170
GET,/product/1YMWWN1N4O,12054,0,4,8.398373983739837,0,183,7585.875974780156,100.2056733988461,0.0,4,6,7,8,15,35,66,83,130,160,180
GET,/product/2ZYFJ3GM2N,12215,0,4,8.202210397052804,0,161,7559.494064674581,101.54407670208272,0.0,4,6,7,8,15,31,61,78,130,150,160
GET,/product/66VCHSJNUP,12254,0,4,8.305369675208095,0,169,7526.592949241064,101.8682861978978,0.0,4,6,7,8,15,32,63,83,120,160,170
GET,/product/6E92ZMYYFZ,12207,0,4,8.355943311214876,0,199,7533.388056033424,101.47757219012065,0.0,4,6,7,8,15,33,63,83,140,180,200
GET,/product/9SIQT8TOJO,12137,0,4,8.159182664579385,0,190,7584.883661530856,100.89565771045255,0.0,4,6,7,8,15,32,62,80,120,180,190
GET,/product/L9ECAV7KIM,12126,0,4,8.2809665182253,0,156,7557.09434273462,100.80421400650471,0.0,4,6,7,8,15,33,64,81,120,150,160
GET,/product/LS4PSXUNUM,12105,0,4,8.425113589425857,0,177,7550.584469227592,100.62963966260429,0.0,4,6,7,8,16,35,64,82,120,160,180
GET,/product/OLJCESPC7Z,12246,0,4,8.438102237465294,0,155,7588.283602809081,101.80178168593574,0.0,4,6,7,8,15,34,66,83,130,150,160
POST,/setCurrency,14751,0,8,13.308046912073758,1,228,9967.268863127923,122.6260069940583,0.0,8,10,12,13,23,48,92,120,170,230,230
,Aggregated,219397,0,6,11.33186415493375,0,283,9824.386035360556,1823.8613013677316,0.0,6,8,10,12,22,49,83,100,150,190,280
