Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,13195,0,6,27.033497536945813,0,194,9947.011822660099,109.6961793821511,0.0,6,21,47,60,84,100,120,130,170,190,190
GET,/cart,20441,0,4,8.471796878821975,0,187,11222.605792280221,169.93555155366053,0.0,4,5,7,8,15,36,69,91,140,170,190
POST,/cart,34343,0,7,11.399266226014035,1,242,17018.222665463123,285.50935115734865,0.0,7,9,11,13,19,36,69,88,140,190,240
POST,/cart/checkout,13743,0,8,10.897184020956123,1,195,6406.120352179291,114.25195856376678,0.0,8,10,13,14,20,29,46,63,120,180,200
POST,/cart/empty,6790,0,7,13.277025036818852,2,232,9923.339911634757,56.448431830602956,0.0,7,9,11,13,23,54,97,120,180,230,230
GET,/product/0PUK6V6EV0,11500,0,4,7.512521739130435,0,158,7538.605652173913,95.60485508865007,0.0,4,5,6,7,13,30,60,79,120,150,160
GET,/product/1YMWWN1N4O,11358,0,4,7.565680577566473,0,180,7586.226008100018,94.42434296494675,0.0,4,5,6,7,13,30,63,81,120,180,180
GET,/product/2ZYFJ3GM2N,11224,0,4,7.485744832501782,0,160,7559.592925873129,93.31033856652247,0.0,4,5,6,7,13,29,63,80,130,160,160
GET,/product/66VCHSJNUP,11633,0,4,7.506060345568641,0,205,7527.404538812,96.71054602141446,0.0,4,5,6,7,13,29,60,81,120,160,200
GET,/product/6E92ZMYYFZ,11348,0,3,7.463341557983786,1,184,7535.490482904476,94.34120830834792,0.0,3,5,6,7,13,30,60,77,120,140,180
GET,/product/9SIQT8TOJO,11385,0,3,7.377602108036891,0,149,7586.730522617479,94.64880653776358,0.0,3,5,6,7,13,29,59,77,120,150,150
GET,/product/L9ECAV7KIM,11430,0,3,7.671916010498688,0,166,7557.0456692913385,95.02291249245829,0.0,4,5,6,7,13,31,62,81,140,160,170
GET,/product/LS4PSXUNUM,11535,0,3,7.592197659297789,0,160,7550.939661898569,95.89582638674597,0.0,3,5,6,7,13,31,62,81,120,150,160
GET,/product/OLJCESPC7Z,11624,0,4,7.598331039229181,0,170,7588.97212663455,96.63572483047552,0.0,4,5,6,7,13,30,63,80,130,160,170
POST,/setCurrency,13723,0,7,11.963127596006704,1,229,9968.081323325803,114.08568925056913,0.0,7,9,10,12,19,42,82,110,170,210,230
,Aggregated,205272,0,5,10.237075684944854,0,242,9821.954241201918,1706.5217229354241,0.0,5,7,9,10,20,45,78,98,150,190,240
