Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1728411906,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1728411907,8,,Aggregated,0.000000,0.000000,38,48,51,51,53,63,63,63,63,63,63,11,0,38,34.54545454545455,1,63,9254.454545454546
1728411908,15,,Aggregated,0.000000,0.000000,41,51,63,64,71,72,83,83,83,83,83,24,0,38,40.541666666666664,1,83,9011.791666666666
1728411909,23,,Aggregated,0.000000,0.000000,85,85,87,87,87,87,87,87,87,87,87,3,0,85,85.66666666666667,85,87,9913.0
1728411910,31,,Aggregated,0.000000,0.000000,58,85,87,93,100,100,120,120,120,120,120,25,0,58,59.44,2,122,9697.0
1728411911,39,,Aggregated,0.000000,0.000000,39,44,57,82,93,100,110,120,120,120,11728411912,46,,Aggregated,0.000000,0.00171728411912,47,,Aggregated,0.000000,0.000000,49,49,96,96,96,96,96,96,96,96,96,3,0,49,54.666666666666664,19,96,9121.0
1728411913,54,,Aggregated,0.000000,0.000000,21,29,49,63,72,88,96,96,96,96,96,45,0,21,29.0,1,96,9861.222222222223
1728411914,62,,Aggregated,0.000000,0.000000,9,26,49,63,76,81,89,96,96,96,96,74,0,5,25.66216216216216,1,96,9796.243243243243
1728411915,70,,Aggregated,0.000000,0.000000,73,73,97,97,97,97,97,97,97,97,97,3,0,73,64.0,22,97,8297.666666666666
1728411916,78,,Aggregated,0.000000,0.000000,31,63,73,87,97,110,130,130,130,130,131728411917,85,,Aggregated,0.001728411917,86,,Aggregated,0.000000,0.000000,25,48,59,66,87,95,110,110,130,130,130,104,0,23,34.625,1,128,9275.682692307691
1728411918,93,,Aggregated,0.000000,0.000000,62,62,130,130,130,130,130,130,130,130,130,3,0,62,81.33333333333333,53,129,8321.666666666666
1728411919,101,,Aggregated,0.000000,0.000000,54,76,86,88,100,120,130,130,130,130,130,44,0,53,47.65909090909091,2,129,9574.318181818182
1728411920,109,,Aggregated,0.000000,0.000000,28,46,56,62,86,94,120,120,130,130,130,121,0,28,33.892561983471076,1,129,9343.776859504133
1728411921,117,,Aggregated,0.000000,0.000000,80,120,11728411922,125,,Ag1728411922,124,,Aggregated,0.000001728411922,11728411922,125,,Aggregated,0.000000,0.000000,15,60,91,110,130,140,140,150,150,150,150,67,0,15,45.701492537313435,1,146,9020.716417910447
1728411923,132,,Aggregated,0.000000,0.000000,27,59,86,97,130,140,140,150,160,160,160,133,0,27,45.05263157894737,1,158,8969.616541353384
1728411924,140,,Aggregated,0.000000,0.000000,130,140,150,150,150,160,160,160,160,160,160,12,0,130,106.83333333333333,2,165,9832.0
1728411925,148,,Aggregated,0.000000,0.000000,29,53,61,64,110,140,150,160,170,170,170,105,0,29,41.44761904761905,1,171,9487.219047619048
1728411926,156,,Aggregated,0.000000,0.000000,1728411927,164,,Agg1728411927,163,,Aggregated,0.000000,0.000000,61728411927,164,,Aggregated1728411927,164,,Aggregated,0.000000,0.000000,67,87,90,93,160,170,170,170,170,170,170,13,0,67,77.6923076923077,20,172,8076.615384615385
1728411928,171,,Aggregated,0.000000,0.000000,20,47,59,70,97,120,130,160,170,170,170,104,0,20,37.375,1,172,9822.038461538461
1728411929,179,,Aggregated,0.000000,0.000000,21,44,57,64,88,120,130,160,170,170,170,180,0,20,34.18888888888889,1,172,9748.5
1728411930,187,,Aggregated,0.000000,0.000000,64,78,87,87,110,110,110,110,110,110,110,7,0,64,64.85714285714286,17,106,11899.0
1728411931,195,,Aggr1728411932,203,,Aggregate1728411932,202,,Aggregated,0.000000,0.000000,11,40,56,72,100,1728411932,203,,Aggregated1728411932,203,,Aggregated,0.00001728411932,203,,Aggregated,0.000000,0.000000,32,59,71,77,100,120,160,170,240,240,240,210,0,31,42.03809523809524,1,235,9747.819047619048
1728411933,211,,Aggregated,0.000000,0.000000,82,90,95,95,99,99,99,99,99,99,99,8,0,82,71.125,8,99,10586.625
1728411934,219,,Aggregated,0.000000,0.000000,44,67,81,89,100,110,140,140,140,140,140,110,0,43,47.27272727272727,1,141,9359.863636363636
1728411935,227,,Aggregated,0.000000,0.000000,40,64,80,87,110,120,140,150,160,160,160,212,0,39,45.7311320754717,1,155,9388.91037735849
171728411937,2351728411937,235,,Aggregated,0.000000,0.000000,9,19,26,321728411937,2351728411937,235,,Aggregated,0.000000,0.0000001728411937,235,,Aggregated,0.000000,0.000000,7,15,24,32,46,52,59,59,93,93,93,125,0,7,16.016,1,93,9373.312
1728411938,235,,Aggregated,0.000000,0.000000,6,8,11,17,35,47,52,59,93,93,93,214,0,6,11.714953271028037,1,93,9408.415887850468
1728411939,235,,Aggregated,0.000000,0.000000,13,15,19,19,24,34,34,34,34,34,34,11,0,13,13.636363636363637,3,34,9793.0
1728411940,235,,Aggregated,0.000000,0.000000,7,8,10,12,15,21,24,24,34,34,34,120,0,7,8.033333333333333,1,34,9789.075
1728411941,235,,Aggregated,01728411942,235,,Aggregat1728411942,235,,Aggregated,0.001728411942,235,,Aggregated,0.000000,0.000000,5,6,7,7,7,7,7,7,7,7,7,71728411942,235,,Aggregated,0.000000,0.000000,4,6,6,6,8,12,12,12,12,12,12,11,0,4,5.090909090909091,1,12,9820.90909090909
1728411943,235,,Aggregated,0.000000,0.000000,7,9,11,12,15,21,25,28,33,33,33,164,0,7,8.182926829268293,1,33,9967.091463414634
1728411944,235,,Aggregated,0.000000,0.000000,6,8,10,11,15,20,25,27,33,33,33,264,0,6,7.598484841728411942,4700,,Aggregated,2057.300000,0.000000,8,28,46,56,81,100,120,140,180,230,260,49935,0,8,27.721858415940723,0,251728411947,235,,Aggregated,0.01728411947,21728411947,217281728411947,235,,Aggregated,0.000000,0.000000,6,8,9,10,14,17,23,24,37,37,37,213,0,6,7.2018779342723,1,37,9396.516431924883
1728411948,235,,Aggregated,0.000000,0.000000,5,6,6,7,7,8,8,8,8,8,8,21,0,5,5.0476190476190474,2,8,9559.47619047619
1728411949,235,,Aggregated,0.000000,0.000000,5,7,7,8,10,13,15,16,20,20,20,111,0,5,5.945945945945946,1,20,9984.954954954956
1728411950,235,,Aggregated,0.000000,0.000000,6,8,9,10,13,16,21,23,37,37,37,212,0,6,7.113207547169812,1,37,10082.853773584906
1728411951,235,,Aggr1728411952,235,,Aggregated,0.000000,0.000000,5,8,9,11,15,18,20,20,22,217284119517284119521728411952,235171728411952,235,,Aggregated,0.000000,0.000000,6,8,9,11,13,17,22,23,24,24,24,1081728411952,235,,Aggregated,0.000000,0.000000,6,7,10,11,17,20,25,28,36,36,36,123,0,6,7.642276422764228,1,36,9882.845528455284
1728411953,235,,Aggregated,0.000000,0.000000,6,7,9,11,15,18,25,28,36,36,36,233,0,6,7.236051502145923,1,36,9705.605150214593
1728411954,235,,Aggregated,0.000000,0.000000,6,9,9,12,14,17,26,26,26,26,26,21,0,6,8.047619047619047,3,26,8745.238095238095
1728411955,235,,Aggregated,0.000000,0.000000,6,8,10,11,15,20,26,261728411957,235,,Aggregated,0.000000,0.000000,11,14,11728411957,11728411957,235,,Ag1728411957,235,,Aggregated,0.000000,0.000000,5,6,12,12,15,27,27,27,27,27,27,12,0,4,7.666666666666667,2,27,9313.75
1728411958,235,,Aggregated,0.000000,0.000000,5,7,8,9,12,15,19,23,27,27,27,127,0,5,6.228346456692913,1,27,9814.448818897637
1728411959,235,,Aggregated,0.000000,0.000000,5,7,9,10,14,17,24,27,28,28,28,225,0,5,6.808888888888889,1,28,9834.662222222221
1728411960,235,,Aggregated,0.000000,0.000000,3,4,5,5,7,7,7,7,7,7,7,19,0,3,3.473684210526316,1,7,9538.421052631578
1728411961,235,,Aggregated,0.000000,0.000000,5,8,9,11,17,22,29,301728411962,235,,Aggregate117284117284111728411962,235,,1728411962,235,,Aggregated,0.000000,0.000000,1728411962,235,,Aggregated,0.000000,0.000000,6,7,9,10,17,22,31,35,37,37,37,227,0,6,7.581497797356828,1,37,10055.370044052863
1728411963,235,,Aggregated,0.000000,0.000000,7,10,13,17,18,28,35,35,35,35,35,34,0,7,9.911764705882353,1,35,9971.911764705883
1728411964,235,,Aggregated,0.000000,0.000000,7,10,12,15,18,22,29,33,35,35,35,125,0,7,9.016,1,35,10227.424
1728411965,235,,Aggregated,0.000000,0.000000,6,8,11,12,16,20,26,29,35,35,35,240,0,6,7.7875,1,35,10264.75
1728411966,235,,Aggregated,0.000000,0.000000,9,1728411967,235,,Aggregated,0.1728411967,2351728411967,235,,Aggregated,0.000000,0.000000,6,8,9,10,15,17,25,32,33,33,33,127,0,6,7.409448818897638,1,33,9965.669291338583
1728411968,235,,Aggregated,0.000000,0.000000,6,8,10,10,15,18,25,32,54,54,54,228,0,6,7.482456140350878,1,54,9764.837719298246
1728411969,235,,Aggregated,0.000000,0.000000,6,7,8,8,8,11,22,22,22,22,22,27,0,6,6.2592592592592595,1,22,9606.518518518518
1728411970,235,,Aggregated,0.000000,0.000000,6,7,8,10,14,20,22,25,28,28,28,152,0,6,7.092105263157895,1,28,9638.526315789473
1728411971,235,,Aggregated,0.000000,0.000000,5,7,9,10,14,17,24,25,28,28,28,1728411972,235,,Aggregated,0.000000,0.000000,6,8,11,11,14,18,24,24,24,24,24,26,0,6,7.846153846153846,2,24,9642.153846153846
1728411973,235,,Aggregated,0.000000,0.000000,6,8,10,11,15,20,24,29,31,31,31,136,0,6,7.514705882352941,1,31,9881.095588235294
1728411974,235,,Aggregated,0.000000,0.000000,6,8,9,11,14,17,21,24,31,31,31,217,0,6,7.04147465437788,1,31,9788.90322580645
1728411975,235,,Aggregated,0.000000,0.000000,6,8,10,12,14,15,17,17,17,17,17,29,0,6,7.068965517241379,1,17,9298.275862068966
1728411976,235,,Aggregated,0.000000,0.000000,6,7,8,10,12,13,26,31,36,36,36,148,0,6,6.695945945945946,1,36,1728411977,235,,Aggregated,0.000000,01728411977,235,,Aggregated,0.000000,0.000000,6,8,9,10,12,14,22,27,49,49,49,229,0,6,6.8384279475982535,1,49,9827.07423580786
1728411978,235,,Aggregated,0.000000,0.000000,5,6,7,7,11,16,18,18,18,18,18,36,0,4,5.888888888888889,2,18,9253.583333333334
1728411979,235,,Aggregated,0.000000,0.000000,6,8,9,10,13,15,18,20,24,24,24,151,0,6,6.821192052980132,1,24,9684.165562913908
1728411980,235,,Aggregated,0.000000,0.000000,6,8,9,11,14,17,20,25,26,26,26,251,0,6,7.147410358565737,1,26,9657.637450199203
1728411981,235,,Aggregated,0.000000,0.000000,6,8,9,11,14,19,20,20,20,20,20,1728411982,235,,Aggregated,0.000000,0.000000,5,7,8,11,14,18,21,22,27,27,27,141,0,5,6.914893617021277,1,27,9453.695035460993
1728411983,235,,Aggregated,0.000000,0.000000,5,7,9,10,14,18,21,27,38,38,38,251,0,5,7.01195219123506,1,38,9493.98406374502
1728411984,235,,Aggregated,0.000000,0.000000,6,9,12,12,16,24,29,29,29,29,29,36,0,6,8.166666666666666,0,29,9947.472222222223
1728411985,235,,Aggregated,0.000000,0.000000,6,9,10,11,14,15,20,24,29,29,29,136,0,6,7.470588235294118,0,29,9903.191176470587
