Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1728408819,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1728408820,4,,Aggregated,0.000000,0.000000,24,25,27,28,30,30,30,30,30,30,30,10,0,18,18.6,4,30,10185.6
1728408821,8,,Aggregated,0.000000,0.000000,18,24,27,28,30,32,32,32,32,32,32,19,0,18,17.31578947368421,4,32,9819.947368421053
1728408822,11,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1728408823,15,,Aggregated,0.000000,0.000000,24,24,41,45,64,64,64,64,64,64,64,9,0,24,26.444444444444443,3,64,9114.555555555555
1728408824,19,,Aggregated,0.000000,0.000000,24,38,41,45,61,62,641728408825,22,,A1728408825,22,,Aggregat171728408825,22,,Aggregated,0.000000,0.000000,8,8,8,8,8,8,8,8,8,8,8,2,0,7,7.5,7,8,11229.0
1728408826,26,,Aggregated,0.000000,0.000000,7,18,34,38,53,71,71,71,71,71,71,20,0,7,16.95,1,71,10151.4
1728408827,30,,Aggregated,0.000000,0.000000,7,17,33,38,54,55,71,71,71,71,71,42,0,7,17.928571428571427,1,71,9680.547619047618
1728408828,33,,Aggregated,0.000000,0.000000,9,9,32,32,32,32,32,32,32,32,32,3,0,9,15.666666666666666,6,32,13218.0
1728408829,37,,Aggregated,0.000000,0.000000,16,23,32,44,54,55,70,70,70,70,70,22,0,9,20.5,2,701728408830,40,,Aggre1728408830,41,,Aggregated,0.000000,0.00001728408830,41,,Aggregated,0.000000,0.000000,10,23,29,35,45,54,73,73,73,73,73,46,0,7,18.26086956521739,1,73,9149.108695652174
1728408831,44,,Aggregated,0.000000,0.000000,3,3,3,3,3,3,3,3,3,3,3,1,0,3,3.0,3,3,7586.0
1728408832,48,,Aggregated,0.000000,0.000000,4,19,33,45,48,51,61,61,61,61,61,32,0,4,16.21875,2,61,9229.46875
1728408833,52,,Aggregated,0.000000,0.000000,4,20,34,45,50,51,55,61,61,61,61,61,0,4,17.737704918032787,2,61,9175.295081967213
1728408834,55,,Aggregated,0.000000,0.001728408835,58,,Aggregated,0.000000,0.000000,31728408835,58,,Aggr171728408835,59,,Aggregated,0.000000,0.000000,4,21,23,24,30,34,35,35,35,35,35,32,0,4,11.53125,1,35,9942.625
1728408836,63,,Aggregated,0.000000,0.000000,4,21,28,31,42,68,77,82,82,82,82,64,0,4,16.8125,1,82,10122.15625
1728408837,66,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
