Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1728410424,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1728410425,6,,Aggregated,0.000000,0.000000,36,37,39,39,60,60,60,60,60,60,60,7,0,36,32.857142857142854,8,60,9235.714285714286
1728410426,12,,Aggregated,0.000000,0.000000,37,41,47,48,57,60,69,69,69,69,69,24,0,36,33.166666666666664,4,69,9637.875
1728410427,17,,Aggregated,0.000000,0.000000,50,50,50,50,50,50,50,50,50,50,50,1,0,50,50.0,50,50,9941.0
1728410428,23,,Aggregated,0.000000,0.000000,27,37,41,50,55,57,57,57,57,57,57,20,0,27,26.25,2,57,9651.5
1728410429,29,,Aggregated,0.000000,0.000000,28,41,48,51,60,67,74,74,74,74,74,35,0,28,30.41728410430,35,1728410430,34,,Aggregated1728410430,35,,Aggrega1728410430,35,,Aggregated,0.000000,0.000000,17,26,35,35,97,97,97,97,97,97,97,7,0,17,30.0,6,97,7709.285714285715
1728410431,40,,Aggregated,0.000000,0.000000,14,33,46,47,64,78,97,97,97,97,97,36,0,13,24.36111111111111,2,97,9023.305555555555
1728410432,46,,Aggregated,0.000000,0.000000,16,28,37,40,55,64,78,97,97,97,97,62,0,14,22.548387096774192,2,97,9244.629032258064
1728410433,52,,Aggregated,0.000000,0.000000,2,2,2,2,2,2,2,2,2,2,2,1,0,2,2.0,2,2,7626.0
1728410434,58,,Aggregate1728410435,64,,Aggregated,0.000000,0.000000,14,11728410435,64,,Agg1728410435,63,,Aggregated,0.000000,0.0000001728410435,64,,Aggregated,0.000000,0.000000,24,42,51,59,76,82,96,100,100,100,100,72,0,22,29.069444444444443,1,100,9145.861111111111
1728410436,69,,Aggregated,0.000000,0.000000,24,24,25,25,57,57,57,57,57,57,57,6,0,23,24.5,3,57,12867.5
1728410437,75,,Aggregated,0.000000,0.000000,23,30,39,41,57,68,96,96,96,96,96,36,0,21,25.416666666666668,2,96,10218.444444444445
1728410438,81,,Aggregated,0.000000,0.000000,15,30,40,45,68,81,96,110,110,110,110,94,0,11,24.117021276595743,1,109,9908.468085106382
1728410440,93,,Aggrega11728410440,1728410440,92,,Aggregated,0.000000,0.000000,1728410440,93,,Aggregated,0.000000,0.000000,10,35,51,58,67,89,120,120,120,120,120,50,0,7,27.6,1,120,9270.34
1728410441,98,,Aggregated,0.000000,0.000000,6,34,51,58,77,100,110,120,120,120,120,98,0,5,27.520408163265305,1,120,9604.867346938776
1728410442,104,,Aggregated,0.000000,0.000000,12,12,12,12,12,12,12,12,12,12,12,1,0,12,12.0,12,12,7487.0
1728410443,110,,Aggregated,0.000000,0.000000,10,38,59,62,77,85,110,110,110,110,110,56,0,7,28.035714285714285,1,112,9333.57142857143
1728410444,116,,Aggregat1728410445,122,,Aggregated,0.000000,0.000000,69,100172841044517284171728410445,121,,Aggregated,0.000000,0.01728410445,122,,Aggregated,0.000000,0.000000,15,15,36,36,36,36,36,36,36,36,36,4,0,7,15.5,4,36,12400.25
1728410446,127,,Aggregated,0.000000,0.000000,7,21,32,36,56,79,100,110,110,110,110,77,0,7,20.025974025974026,1,107,9752.233766233767
1728410447,133,,Aggregated,0.000000,0.000000,7,25,36,42,56,73,88,100,110,110,110,147,0,7,21.27891156462585,1,107,9935.945578231293
1728410448,139,,Aggregated,0.000000,0.000000,19,19,36,36,36,36,36,36,36,36,36,4,0,14,18.0,3,36,9410.25
1728410449,145,,Aggregated,0.000000,0.000000,6,14,34,38,68,93,1201728410450,1511728410450,151,,Aggregated,0.000000,01728410450,150,,Aggregated,0.000000,0.000000,4,11,36,59,76,96,130,130,140,140,140,131,0,4,23.84732824427481,1,141,9111.099236641221
1728410451,156,,Aggregated,0.000000,0.000000,7,7,28,28,28,28,28,28,28,28,28,4,0,6,11.25,4,28,9137.75
1728410452,162,,Aggregated,0.000000,0.000000,5,16,36,48,76,97,120,120,120,120,120,83,0,5,23.253012048192772,1,117,9625.795180722891
1728410453,168,,Aggregated,0.000000,0.000000,6,20,36,48,77,91,110,120,120,120,120,157,0,6,23.363057324840764,1,117,9583.828025477707
1728410454,174,,Aggregated,1728410455,175,,Aggregated,0.0000001728410455,175,,Aggregated,0.000000,0.1728410455,175,,Aggregated,0.000000,0.000000,5,7,10,12,31,44,63,69,69,69,69,85,0,5,10.529411764705882,1,69,9438.24705882353
1728410456,175,,Aggregated,0.000000,0.000000,4,5,7,8,13,40,58,63,69,69,69,151,0,4,7.622516556291391,1,69,9656.205298013245
1728410457,175,,Aggregated,0.000000,0.000000,6,6,8,8,15,15,15,15,15,15,15,8,0,4,5.75,2,15,11019.375
1728410458,175,,Aggregated,0.000000,0.000000,3,4,5,6,7,8,11,15,15,15,15,85,0,3,4.047058823529412,11728410455,3500,,Aggregated,1282.700000,0.000000,6,29,41,48,68,84,100,110,140,180,210,27969,0,6,21728410460,175,,Aggregated1728410460,175,,Aggregated,0.000000,0.000000,4,4,6,7,12,28,21728410460,175,,Aggregated,0.000000,0.000000,3,4,9,9,11,11,11,11,11,11,11,8,0,3,4.625,2,11,9067.25
1728410461,175,,Aggregated,0.000000,0.000000,3,4,5,5,10,14,17,31,31,31,31,76,0,3,4.605263157894737,1,31,9492.157894736842
1728410462,175,,Aggregated,0.000000,0.000000,3,4,5,5,9,14,18,25,31,31,31,158,0,3,4.436708860759493,1,31,9557.632911392406
1728410463,175,,Aggregated,0.000000,0.000000,5,6,7,7,13,17,17,17,17,17,17,16,0,5,5.5,1,17,9417.6875
1728410464,175,,Aggregated,0.000000,0.000000,3,4,1728410465,175,,Aggregated,0.00017284101728410465,175,,Aggregated,0.000001728410465,175,,Agg1728410465,175,,Aggregated,0.000000,0.000000,3,5,5,6,8,12,22,24,32,32,32,155,0,3,4.638709677419355,1,32,9863.58064516129
1728410466,175,,Aggregated,0.000000,0.000000,4,4,7,7,7,7,7,7,7,7,7,7,0,4,4.142857142857143,2,7,9646.714285714286
1728410467,175,,Aggregated,0.000000,0.000000,3,4,4,5,6,7,10,21,21,21,21,61,0,3,3.622950819672131,1,21,9650.426229508197
1728410468,175,,Aggregated,0.000000,0.000000,3,4,5,5,7,9,20,21,24,24,24,137,0,3,4.065693430656935,1,24,9920.3641728410471,175,,Aggregated,1728410470,175,,Aggregated,0.000000,0.000000,3,5,6,6,8,15,28,29,29,29,21728410471,175,,Aggregated,0.000000,0.000000,4,5,5,6,9,11,16,16,16,16,16,88,0,4,4.568181818181818,1,16,9952.568181818182
1728410472,175,,Aggregated,12.000000,0.000000,4,5,5,6,9,12,15,16,20,20,20,190,0,4,4.610526315789474,1,20,9928.194736842106
1728410473,175,,Aggregated,0.000000,0.000000,3,3,4,4,4,4,4,4,4,4,4,10,0,3,2.8,1,4,9553.7
1728410474,175,,Aggregated,0.000000,0.000000,3,4,5,5,7,13,20,24,24,24,24,97,0,3,4.34020618556701,1,24,9642.38144329897
1728410475,175,,A1728410476,175,,Aggregated,0.0171728410476,175,,Aggregated,0.000000,0.000000,3,4,7,7,8,8,8,8,8,8,8,7,0,3,4.142857142857143,2,8,7909.142857142857
1728410477,175,,Aggregated,0.1728410476,175,,Aggregated,0.000000,0.000000,4,5,6,8,9,10,14,14,14,14,14,24,0,3,4.583333333333333,1,14,10420.541666666666
1728410477,175,,Aggregated,0.000000,0.000000,3,4,5,6,8,9,14,24,24,24,24,98,0,3,4.163265306122449,1,24,10013.979591836734
1728410478,175,,Aggregated,24.000000,0.000000,3,5,6,6,8,9,14,17,24,24,24,161,0,3,4.316770186335404,1,24,9894.42857142857
1728410471728410481,175,,Aggregated,10.000000,0.000000,4,5,6,7,10,14,20,27,29,29,29,164,0,4,5.0304878041728411728410481,175,,Aggregated,16.000000,0.000000,4,5,6,6,9,10,11,13,16,16,16,189,0,4,4.576719576719577,1,16,10286.550264550264
1728410482,175,,Aggregated,0.000000,0.000000,2,4,5,11,12,20,20,20,20,20,20,19,0,2,4.7368421052631575,1,20,10199.684210526315
1728410483,175,,Aggregated,0.000000,0.000000,4,4,6,6,9,11,13,20,27,27,27,103,0,4,4.621359223300971,1,27,9899.029126213592
1728410484,175,,Aggregated,8.000000,0.000000,4,4,5,6,9,11,13,20,27,27,27,171,0,4,4.473684210526316,1,27,10155.51728410486,175,,Ag1728410486,175,,Aggregated,0.000000,0.000000,4,5,6,6,8,11,24,25,25,25,25,92,0,4,4.673913043478261,1,25,9866.260869565218
1728410487,175,,Aggregated,11.000000,0.000000,4,5,6,6,9,14,16,25,25,25,25,180,0,3,4.805555555555555,1,25,9791.816666666661728410486,175,,Aggregated,0.000000,0.000000,4,5,6,7,9,10,17,27,27,27,27,94,0,3,4.648936170212766,1,27,9943.340425531915
1728410487,175,,Aggregated,15.000000,0.000000,3,4,5,6,8,10,15,17,27,27,27,168,0,3,4.363095238095238,1,27,10086.05357142857
1728410488,175,,Aggregated,0.000000,0.000000,3,4,5,5,7,9,9,9,9,9,9,20,0,3,3.7,1,9,1721728410491,175,,Aggregated,0.000000,0.000000,2,3,4,5,7,20,20,20,20,20,20,19,0,2,3.8947368421052633,1,20,10518.21052631579
