Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,9492,0,4,22.020438263801097,0,168,9947.556363253267,78.91515001851067,0.0,4,16,40,51,72,84,99,110,140,170,170
GET,/cart,15052,0,3,5.738639383470635,0,156,11244.520794578793,125.14020628725481,0.0,3,3,4,5,8,22,52,69,110,130,160
POST,/cart,24706,0,5,7.52639035052214,1,202,17026.187525297497,205.40220147043033,0.0,5,6,7,7,11,23,46,61,99,160,200
POST,/cart/checkout,9828,0,4,6.0935083435083435,0,132,6406.300671550672,81.70860665633406,0.0,4,6,7,7,10,16,27,35,72,130,130
POST,/cart/empty,4907,0,5,8.78846545750968,1,200,9923.186264520073,40.79610631487904,0.0,5,6,7,8,13,31,67,86,130,200,200
GET,/product/0PUK6V6EV0,8115,0,2,5.304497843499692,0,135,7539.103388786199,67.46696611885947,0.0,2,3,4,4,8,20,46,67,110,140,140
GET,/product/1YMWWN1N4O,8232,0,2,5.34851797862002,0,128,7586.930515063168,68.43968762667298,0.0,2,3,4,4,8,21,45,65,100,130,130
GET,/product/2ZYFJ3GM2N,8106,0,2,5.0405872193436965,0,114,7559.411917098446,67.3921413874892,0.0,2,3,4,4,7,17,45,57,100,110,110
GET,/product/66VCHSJNUP,8304,0,2,5.347422928709056,0,157,7527.623193641619,69.03828547763513,0.0,2,3,4,4,7,20,46,66,120,160,160
GET,/product/6E92ZMYYFZ,8214,0,2,5.181884587289993,0,135,7534.757487216947,68.29003816393244,0.0,2,3,4,4,7,19,45,59,100,140,140
GET,/product/9SIQT8TOJO,8324,0,2,5.349471407976934,0,135,7585.805141758769,69.20456265845795,0.0,2,3,4,4,7,20,47,66,110,140,140
GET,/product/L9ECAV7KIM,8350,0,2,5.356646706586826,0,141,7556.722874251497,69.42072299352762,0.0,2,3,4,4,8,22,47,61,100,140,140
GET,/product/LS4PSXUNUM,8210,0,2,5.408404384896468,0,148,7550.8615103532275,68.25678272776787,0.0,2,3,4,4,8,21,47,62,97,150,150
GET,/product/OLJCESPC7Z,8242,0,2,5.278209172530939,0,119,7589.112472700801,68.52282621708439,0.0,2,3,4,4,8,21,45,62,100,120,120
POST,/setCurrency,10061,0,5,8.554418049895636,1,257,9967.61981910347,83.64573581291992,0.0,5,6,7,8,12,26,63,83,130,200,260
,Aggregated,148143,0,3,7.17203647826762,0,257,9830.764653071694,1231.640019931756,0.0,3,4,5,6,11,33,61,78,120,140,260
