Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,9947,0,4,22.693676485372475,1,152,9946.582688247712,83.36502804148259,0.0,4,17,40,52,74,88,100,110,140,150,150
GET,/cart,15725,0,3,5.759046104928458,0,127,11242.696724960255,131.78999356110523,0.0,3,3,4,5,9,21,50,70,110,120,130
POST,/cart,25917,0,5,8.002083574487788,1,226,17016.03962649998,217.20834741641747,0.0,5,6,7,8,13,24,49,64,110,180,230
POST,/cart/checkout,10383,0,4,6.587306173552923,1,145,6406.25050563421,87.0191098979304,0.0,4,6,7,8,12,18,29,37,98,140,140
POST,/cart/empty,5271,0,5,9.024473534433694,2,172,9923.552267121988,44.1758382232487,0.0,5,6,7,8,13,29,71,89,130,170,170
GET,/product/0PUK6V6EV0,8718,0,2,5.35076852489103,0,128,7540.202684101858,73.0648752855781,0.0,2,3,4,4,8,20,45,64,100,130,130
GET,/product/1YMWWN1N4O,8677,0,2,5.179094156966694,0,120,7585.985478852138,72.72125749632497,0.0,2,3,4,4,8,18,43,59,100,120,120
GET,/product/2ZYFJ3GM2N,8682,0,3,5.660792444137296,0,128,7559.153996774937,72.76316210477047,0.0,3,3,4,5,8,24,49,65,100,130,130
GET,/product/66VCHSJNUP,8727,0,2,5.3733241663802,0,138,7527.096138420992,73.14030358078,0.0,2,3,4,4,8,21,45,62,110,140,140
GET,/product/6E92ZMYYFZ,8649,0,3,5.554399352526303,0,125,7533.2838478436815,72.48659168903016,0.0,3,3,4,5,8,20,49,67,110,120,120
GET,/product/9SIQT8TOJO,8657,0,2,5.422086173039159,0,140,7585.525701744254,72.55363906254296,0.0,2,3,4,5,8,20,48,64,100,140,140
GET,/product/L9ECAV7KIM,8772,0,3,5.354081167350661,0,135,7556.612403100775,73.51744505678951,0.0,3,3,4,5,8,19,44,63,110,140,140
GET,/product/LS4PSXUNUM,8568,0,2,5.544117647058823,0,127,7550.832282913165,71.80773703221301,0.0,2,3,4,5,8,22,51,67,110,130,130
GET,/product/OLJCESPC7Z,8665,0,2,5.40600115406809,0,131,7588.840623196768,72.62068643605576,0.0,2,3,4,5,8,19,47,67,110,130,130
POST,/setCurrency,10540,0,5,8.976755218216319,1,158,9967.048766603415,88.33491460311919,0.0,5,6,7,8,13,31,68,86,140,150,160
,Aggregated,155898,0,3,7.429094664460096,0,226,9820.84396849222,1306.5689294873885,0.0,3,5,6,6,12,32,63,80,120,150,230
