Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,18555,0,13,38.40889248181083,0,266,9946.715117219079,154.23879202998972,0.0,13,38,66,79,110,130,160,180,230,260,270
GET,/cart,29025,0,10,17.05925925925926,0,383,11217.622325581395,241.2708670800567,0.0,10,13,16,18,33,64,110,130,210,290,380
POST,/cart,48590,0,17,24.469458736365507,1,342,17035.79473142622,403.9053034080949,0.0,17,21,24,27,43,77,130,160,250,300,340
POST,/cart/checkout,19265,0,22,28.723280560602127,1,406,6406.167765377628,160.14068059594462,0.0,22,27,31,34,49,73,130,170,280,360,410
POST,/cart/empty,9568,0,16,25.467077759197323,2,368,9923.355560200669,79.53418281557218,0.0,16,20,23,27,46,96,150,180,250,370,370
GET,/product/0PUK6V6EV0,16168,0,9,14.62747402276101,0,284,7539.0446561108365,134.3968089216316,0.0,9,12,14,16,28,52,91,120,180,280,280
GET,/product/1YMWWN1N4O,16243,0,9,15.041371667795358,0,309,7586.949332019947,135.02024785465497,0.0,9,12,14,16,29,57,94,110,190,280,310
GET,/product/2ZYFJ3GM2N,16225,0,9,14.999075500770417,0,223,7558.8263790446845,134.87062251072936,0.0,9,12,14,16,29,56,94,120,180,220,220
GET,/product/66VCHSJNUP,16042,0,9,15.124361052237875,0,234,7527.191310310435,133.34943151415226,0.0,9,12,14,16,29,59,97,120,170,230,230
GET,/product/6E92ZMYYFZ,16142,0,9,14.682319415190188,0,258,7534.4604138272825,134.18068342485014,0.0,9,12,14,16,28,53,95,120,180,250,260
GET,/product/9SIQT8TOJO,16298,0,9,15.09669898147012,0,245,7585.67793594306,135.4774364055388,0.0,9,12,14,16,29,57,98,120,180,240,240
GET,/product/L9ECAV7KIM,16221,0,9,14.896183959065409,1,271,7557.709080821158,134.83737243430144,0.0,9,12,14,16,28,55,92,120,180,250,270
GET,/product/LS4PSXUNUM,16251,0,9,15.0057227247554,0,251,7551.204602793674,135.0867480075108,0.0,9,12,14,16,29,57,95,120,190,240,250
GET,/product/OLJCESPC7Z,16220,0,9,15.063810110974106,0,252,7588.885573366215,134.82905991519448,0.0,9,12,14,16,30,57,95,110,190,230,250
POST,/setCurrency,19173,0,15,23.335732540551817,2,362,9968.109841965264,159.37592883810257,0.0,15,19,22,25,43,82,130,160,250,360,360
,Aggregated,289986,0,12,20.07304835405847,0,406,9826.591463036146,2410.5141657563245,0.0,12,16,20,23,41,77,120,140,220,300,410
