Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,22760,0,100,108.14424428822495,1,781,9945.720913884006,189.16149985438926,0.0,100,120,140,150,180,220,270,320,480,630,780
GET,/cart,34902,0,120,122.73368288350238,0,697,11162.697008767405,290.0753369032467,0.0,120,140,160,170,210,240,290,330,480,630,700
POST,/cart,57858,0,180,189.60620830308687,1,935,16996.74103840437,480.8658197968038,0.0,180,220,240,260,300,350,410,460,660,850,940
POST,/cart/checkout,23248,0,260,265.99113902271165,1,1091,6406.424466620784,193.21733517639902,0.0,260,310,340,360,420,470,550,610,830,990,1100
POST,/cart/empty,11773,0,170,176.84464452560945,2,852,9923.023868172939,97.84702714348528,0.0,170,200,220,240,280,330,390,460,660,850,850
GET,/product/0PUK6V6EV0,19480,0,97,104.4493839835729,0,657,7539.1781314168375,161.90096736219257,0.0,97,120,140,150,180,210,250,290,400,570,660
GET,/product/1YMWWN1N4O,19341,0,97,104.16746807300554,0,592,7585.971976629957,160.7457191864562,0.0,97,120,140,150,180,210,250,290,430,520,590
GET,/product/2ZYFJ3GM2N,19421,0,97,104.7752947839967,0,703,7558.84470418619,161.41061022285123,0.0,97,120,140,150,180,220,250,280,410,580,700
GET,/product/66VCHSJNUP,19400,0,97,104.80840206185567,1,693,7525.865309278351,161.23607632579754,0.0,97,120,140,150,180,210,260,300,440,670,690
GET,/product/6E92ZMYYFZ,19383,0,96,104.0326574833617,0,711,7533.794304287262,161.09478698056358,0.0,96,120,140,150,180,210,250,290,400,620,710
GET,/product/9SIQT8TOJO,19131,0,97,104.40484031153625,1,631,7584.8004286237,159.0003802159192,0.0,97,120,140,150,180,210,250,290,400,570,630
GET,/product/L9ECAV7KIM,19466,0,97,104.62724750847632,1,582,7556.432651803144,161.78461143082345,0.0,97,120,140,150,180,210,250,290,420,520,580
GET,/product/LS4PSXUNUM,19338,0,98,105.62017788809598,1,753,7550.66464991209,160.72078577259137,0.0,98,120,140,150,180,210,260,290,440,630,750
GET,/product/OLJCESPC7Z,19455,0,97,104.54330506296581,0,787,7588.095913646877,161.69318891331912,0.0,97,120,140,150,180,210,250,290,410,680,790
POST,/setCurrency,23066,0,150,158.48872799791903,2,789,9967.166175322986,191.7047080686003,0.0,150,180,200,220,260,300,360,400,590,740,790
,Aggregated,348022,0,120,137.5806328335565,0,1091,9807.65033819701,2892.458853353439,0.0,120,160,180,200,250,310,380,430,620,820,1100
