Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,22314,0,45,63.550954557676796,1,677,9946.821547010844,185.47095412423482,0.0,45,69,91,100,140,170,210,240,350,420,680
GET,/cart,34211,0,37,46.876063254508786,0,478,11127.8950922218,284.35721123707975,0.0,37,49,58,65,89,120,170,220,350,460,480
POST,/cart,56861,0,58,70.91312147165895,2,682,16995.87295334236,472.62095197894223,0.0,58,74,86,95,130,170,250,310,460,600,680
POST,/cart/checkout,22856,0,81,93.05757787889395,1,795,6406.301715085754,189.97598491814605,0.0,81,100,120,130,160,200,300,380,590,760,800
POST,/cart/empty,11641,0,55,67.72090026630015,2,542,9923.336053603642,96.75841968989054,0.0,55,70,82,92,120,170,240,290,410,500,540
GET,/product/0PUK6V6EV0,19259,0,31,40.47930837530505,0,545,7539.164286826938,160.0782067526503,0.0,31,42,50,56,76,110,150,190,310,500,540
GET,/product/1YMWWN1N4O,18865,0,32,40.672886297376095,0,420,7586.391571693613,156.80333196888455,0.0,32,42,50,56,77,100,150,190,310,410,420
GET,/product/2ZYFJ3GM2N,19120,0,31,40.23430962343096,0,429,7558.948535564854,158.92285752690552,0.0,31,42,50,56,77,110,150,180,290,410,430
GET,/product/66VCHSJNUP,18994,0,31,40.52005896598926,0,501,7525.9237653996,157.87556254529517,0.0,31,42,50,56,77,110,150,190,310,400,500
GET,/product/6E92ZMYYFZ,19056,0,31,40.709120486985725,0,537,7533.279964315701,158.39089817116692,0.0,31,42,50,56,78,110,160,190,320,470,540
GET,/product/9SIQT8TOJO,19003,0,32,40.94285112876914,0,452,7585.464821343999,157.95036932969592,0.0,32,42,50,56,78,110,160,190,300,410,450
GET,/product/L9ECAV7KIM,18933,0,31,40.41562351449849,0,518,7556.9845771932605,157.36853878435682,0.0,31,42,50,56,78,110,150,190,300,440,520
GET,/product/LS4PSXUNUM,18729,0,32,40.868225746169045,0,427,7550.725292327406,155.67291833794005,0.0,32,42,50,56,78,110,160,200,320,420,430
GET,/product/OLJCESPC7Z,19032,0,32,40.55753467843632,1,432,7588.832282471627,158.19141341276494,0.0,32,42,50,56,77,110,150,190,300,430,430
POST,/setCurrency,23128,0,50,62.358483223798,2,531,9967.890781736423,192.2368121800351,0.0,50,64,76,84,120,160,220,280,430,530,530
,Aggregated,342002,0,40,53.66497271945778,0,795,9806.794626932005,2842.6744309579885,0.0,40,55,68,77,110,140,200,250,420,580,800
