Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,19879,0,17,41.7678957694049,0,319,9946.526837366066,165.24886052434977,0.0,17,41,70,83,110,140,160,180,250,300,320
GET,/cart,30861,0,13,21.194225721784775,0,300,11136.401445189722,256.5393171005563,0.0,13,17,21,25,42,78,120,150,220,280,300
POST,/cart,51551,0,21,30.378246784737446,1,378,17008.26079028535,428.5298057694429,0.0,21,26,31,35,54,96,150,190,270,330,380
POST,/cart/checkout,20717,0,28,36.15026306897717,1,405,6406.195346816624,172.21493251586872,0.0,28,34,39,44,62,95,160,200,300,380,400
POST,/cart/empty,10373,0,20,30.898679263472477,2,319,9923.261255181722,86.22800091649883,0.0,20,26,31,36,57,110,160,190,280,320,320
GET,/product/0PUK6V6EV0,17159,0,11,18.23719330963343,0,244,7539.456203741477,142.63822112467014,0.0,11,15,18,21,36,64,110,130,200,240,240
GET,/product/1YMWWN1N4O,17053,0,11,18.021227936433473,0,262,7585.5784905881665,141.75707120688853,0.0,11,15,18,21,35,63,100,130,200,260,260
GET,/product/2ZYFJ3GM2N,17018,0,11,18.37007874015748,0,302,7558.565636385004,141.46612547931912,0.0,11,15,18,21,36,67,110,130,210,300,300
GET,/product/66VCHSJNUP,17247,0,11,18.01310372818461,0,268,7526.878993448136,143.36974181113038,0.0,11,15,18,21,35,63,100,130,200,250,270
GET,/product/6E92ZMYYFZ,17167,0,11,17.870856876565504,0,265,7533.4001864041475,142.70472300525745,0.0,11,15,18,21,35,63,100,130,190,260,260
GET,/product/9SIQT8TOJO,16992,0,11,18.260181261770246,0,289,7585.315619114877,141.2499943674104,0.0,11,15,18,21,36,66,100,130,200,260,290
GET,/product/L9ECAV7KIM,17300,0,11,18.657745664739885,0,288,7555.753641618497,143.8103167700212,0.0,11,15,18,21,36,68,110,140,210,280,290
GET,/product/LS4PSXUNUM,17274,0,11,18.28898923237235,0,249,7550.556732661804,143.59418565811248,0.0,11,15,18,21,36,67,110,130,210,250,250
GET,/product/OLJCESPC7Z,17161,0,11,18.098187751296546,1,259,7587.756482722452,142.65484659481697,0.0,11,15,18,21,36,65,100,130,190,250,260
POST,/setCurrency,20480,0,18,27.948779296875,2,347,9967.4712890625,170.24481430347018,0.0,18,23,28,32,51,95,150,180,260,330,350
,Aggregated,308232,0,15,24.3392314879701,0,405,9813.164606530147,2562.250957147813,0.0,15,20,26,30,51,88,130,160,250,310,400
