Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,19731,0,16,41.462723632861994,1,366,9946.815214636867,164.0312268135132,0.0,16,40,69,83,110,140,170,190,250,300,370
GET,/cart,30118,0,12,19.567534364831662,0,280,11153.247958031741,250.3822659352993,0.0,12,16,19,22,39,70,110,140,210,260,280
POST,/cart,50996,0,20,27.76582477057024,1,363,17018.517824927447,423.948935309002,0.0,20,24,28,32,49,83,140,170,260,320,360
POST,/cart/checkout,20480,0,26,32.931982421875,1,353,6406.469384765625,170.25794562570323,0.0,26,31,36,40,58,83,140,170,260,320,350
POST,/cart/empty,10159,0,19,28.94812481543459,2,343,9923.196279161335,84.45558933649995,0.0,19,24,28,33,53,100,160,190,260,330,340
GET,/product/0PUK6V6EV0,16959,0,11,16.98089509994693,1,310,7539.5992688248125,140.98654784503424,0.0,11,14,17,20,33,59,98,130,200,300,310
GET,/product/1YMWWN1N4O,16818,0,11,17.408015221786183,0,318,7586.60577952194,139.81436179360728,0.0,11,14,17,19,34,63,100,130,210,290,320
GET,/product/2ZYFJ3GM2N,17046,0,11,17.367241581602723,0,337,7558.8502287926785,141.7098115788934,0.0,11,14,17,20,34,64,100,120,200,280,340
GET,/product/66VCHSJNUP,16717,0,11,17.024705389723035,0,261,7526.068433331339,138.9747107922305,0.0,11,14,16,19,33,61,100,130,200,260,260
GET,/product/6E92ZMYYFZ,17067,0,11,17.20982012070077,0,269,7533.4763578836355,141.88439248016977,0.0,11,14,17,19,34,62,100,120,200,260,270
GET,/product/9SIQT8TOJO,17091,0,11,16.92510678134691,0,316,7585.7715756831085,142.0839135101999,0.0,11,14,17,19,33,58,98,130,200,270,320
GET,/product/L9ECAV7KIM,16952,0,11,17.078574799433696,0,247,7557.112376120812,140.92835421127543,0.0,11,14,17,19,34,60,99,120,200,230,250
GET,/product/LS4PSXUNUM,16871,0,11,17.116294232707013,0,269,7551.226779681109,140.25497073492377,0.0,11,14,17,19,33,59,100,130,200,240,270
GET,/product/OLJCESPC7Z,17025,0,11,17.133392070484582,0,283,7588.8617327459615,141.53523067761705,0.0,11,14,17,19,34,60,100,120,200,250,280
POST,/setCurrency,20144,0,17,26.582009531374105,1,325,9967.672011517077,167.4646512052815,0.0,17,22,26,30,48,91,140,170,250,300,320
,Aggregated,304174,0,14,22.821608684502948,0,366,9816.414598223386,2528.7129078492508,0.0,14,19,24,28,47,82,120,160,240,300,370
