Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,10442,0,4,22.40566941199004,0,144,9947.360084275044,86.82247152956523,0.0,4,15,40,51,72,87,100,110,130,140,140
GET,/cart,16385,0,3,6.111443393347574,0,134,11151.940067134574,136.23694656310346,0.0,3,4,5,5,10,23,53,71,110,130,130
POST,/cart,27228,0,5,8.219553400910828,1,184,17018.932716321433,226.39362716021856,0.0,5,6,7,8,13,25,49,65,110,180,180
POST,/cart/checkout,10871,0,5,6.959985281942783,0,144,6406.231993376874,90.38949320033554,0.0,5,6,8,9,12,19,30,39,110,140,140
POST,/cart/empty,5395,0,5,9.063948100092679,2,158,9923.497868396664,44.857999799081064,0.0,5,6,7,8,14,27,64,87,130,160,160
GET,/product/0PUK6V6EV0,9011,0,3,5.614915103762068,0,151,7538.9065586505385,74.92408455783493,0.0,3,3,4,5,9,23,47,60,100,150,150
GET,/product/1YMWWN1N4O,9133,0,3,5.543195007117048,0,116,7587.06394393956,75.9384823290097,0.0,3,3,4,5,9,21,46,63,110,120,120
GET,/product/2ZYFJ3GM2N,9085,0,3,5.478150798018712,0,138,7559.2835443037975,75.53937500920324,0.0,3,3,4,5,8,19,47,63,110,140,140
GET,/product/66VCHSJNUP,8893,0,3,5.518610142808951,0,141,7527.35376138536,73.94294572997737,0.0,3,3,4,5,8,21,46,61,110,140,140
GET,/product/6E92ZMYYFZ,8888,0,3,5.640301530153016,0,136,7534.086521152115,73.90137205083086,0.0,3,3,4,5,9,20,47,65,110,140,140
GET,/product/9SIQT8TOJO,9358,0,3,5.697157512288951,0,145,7585.578114981834,77.80929789060252,0.0,3,3,4,5,9,22,48,65,110,140,140
GET,/product/L9ECAV7KIM,9162,0,3,5.50098231827112,0,126,7557.038746998472,76.17960966805944,0.0,3,3,4,5,8,19,46,64,99,130,130
GET,/product/LS4PSXUNUM,9082,0,3,5.911473243778904,1,140,7550.732107465316,75.51443080171533,0.0,3,3,4,5,9,24,52,69,110,140,140
GET,/product/OLJCESPC7Z,8882,0,3,5.379869398784058,0,111,7589.450011258726,73.85148363585505,0.0,3,3,4,5,8,20,45,60,99,110,110
POST,/setCurrency,10896,0,5,9.150789280469898,1,189,9968.340491923642,90.59736159606807,0.0,5,6,7,8,14,31,65,84,130,170,190
,Aggregated,162711,0,4,7.605828739298511,0,189,9819.83426443203,1352.8989815214604,0.0,4,5,6,7,13,34,63,79,120,150,190
