Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,17706,0,12,37.58070710493618,1,322,9946.81740652886,147.18845114349872,0.0,12,39,66,78,110,130,150,170,240,270,320
GET,/cart,27759,0,9,15.249252494686408,0,297,11127.525595302424,230.75817323463127,0.0,9,12,14,16,30,59,98,120,200,270,300
POST,/cart,46079,0,15,21.734173918704833,1,372,17010.56934829315,383.05075343054773,0.0,15,18,21,24,38,72,120,150,230,280,370
POST,/cart/checkout,18464,0,19,24.452556325823224,1,350,6406.282983102253,153.48963977824243,0.0,19,23,27,29,42,63,110,140,220,300,350
POST,/cart/empty,9308,0,14,22.10077352814783,2,369,9923.166953158574,77.37660133534882,0.0,14,18,21,23,40,81,130,160,240,370,370
GET,/product/0PUK6V6EV0,15252,0,8,13.529504327301337,0,236,7539.049305009179,126.78856076136015,0.0,8,10,12,14,27,53,89,110,170,230,240
GET,/product/1YMWWN1N4O,15456,0,8,13.446557971014492,1,249,7586.553053830227,128.48439516965527,0.0,8,10,12,14,26,54,88,110,170,220,250
GET,/product/2ZYFJ3GM2N,15187,0,8,13.557121222097846,0,255,7558.561730427339,126.24822136656022,0.0,8,10,12,14,27,52,90,110,170,240,260
GET,/product/66VCHSJNUP,15274,0,8,13.148029330889093,1,213,7526.663676836454,126.9714448642155,0.0,8,10,12,14,25,50,86,110,160,210,210
GET,/product/6E92ZMYYFZ,15614,0,8,13.46599205840912,0,287,7533.624375560395,129.7978355447074,0.0,8,10,12,14,26,53,89,110,170,230,290
GET,/product/9SIQT8TOJO,15380,0,8,13.575487646293888,0,270,7585.088686605982,127.85261372342768,0.0,8,10,13,14,27,54,90,110,180,260,270
GET,/product/L9ECAV7KIM,15519,0,8,13.599845350860235,0,209,7556.736065468136,129.0081087369229,0.0,8,10,12,14,26,52,90,110,180,210,210
GET,/product/LS4PSXUNUM,15363,0,8,13.30033196641281,0,257,7550.68293953004,127.71129418940309,0.0,8,10,12,14,26,51,89,110,160,230,260
GET,/product/OLJCESPC7Z,15270,0,8,13.591486574983628,0,274,7588.005042567125,126.9381932091509,0.0,8,10,12,14,27,54,88,110,180,270,270
POST,/setCurrency,18398,0,13,20.890314164583106,2,325,9967.097238830307,152.94098746967637,0.0,13,17,19,22,39,78,120,150,220,270,320
,Aggregated,276029,0,10,18.09454803661934,0,372,9811.619728361875,2294.6052739573483,0.0,10,14,18,21,38,73,110,140,210,270,370
