Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,20904,0,21,46.652554535017224,1,418,9947.300660160734,173.75818947524877,0.0,21,47,76,90,120,150,180,200,280,360,420
GET,/cart,32376,0,16,24.729058561897702,0,313,11195.191221892761,269.115726294042,0.0,16,20,25,30,49,88,130,160,250,310,310
POST,/cart,53385,0,25,35.874590240704315,1,433,17019.371752364896,443.74669657176406,0.0,25,32,38,43,65,110,170,210,310,400,430
POST,/cart/checkout,21226,0,33,43.986196174502965,1,565,6406.31668708188,176.4347172695001,0.0,33,42,49,55,77,110,190,220,370,480,560
POST,/cart/empty,10837,0,23,35.969364215188705,1,471,9923.283104180124,90.0792910133597,0.0,23,31,37,43,69,120,180,220,330,470,470
GET,/product/0PUK6V6EV0,17870,0,13,21.15870173475098,0,355,7539.048517067711,148.53898038283083,0.0,13,18,22,25,42,72,120,140,220,290,360
GET,/product/1YMWWN1N4O,17993,0,14,21.82937809148002,0,306,7586.373256266325,149.56138075144236,0.0,14,18,23,27,45,77,120,140,220,300,310
GET,/product/2ZYFJ3GM2N,17893,0,13,21.711730844464316,0,373,7558.101436315877,148.73016093956306,0.0,13,18,22,26,44,78,120,140,210,310,370
GET,/product/66VCHSJNUP,17943,0,13,21.344201081201582,0,285,7526.46497241264,149.1457708455027,0.0,13,18,22,26,43,75,120,140,220,270,280
GET,/product/6E92ZMYYFZ,18055,0,13,21.745112157297147,0,331,7533.709664912766,150.07673703480754,0.0,13,18,22,26,44,79,120,140,230,310,330
GET,/product/9SIQT8TOJO,17955,0,13,21.302589807852964,0,297,7584.835366193261,149.24551722292824,0.0,13,18,22,26,42,74,110,140,230,290,300
GET,/product/L9ECAV7KIM,17960,0,13,21.800556792873053,0,303,7556.9897550111355,149.2870782135222,0.0,13,18,22,26,44,77,120,150,230,280,300
GET,/product/LS4PSXUNUM,17682,0,13,21.528899445764054,0,303,7550.534724578668,146.97628713649775,0.0,13,18,22,26,44,75,120,140,220,270,300
GET,/product/OLJCESPC7Z,18065,0,13,21.26504290063659,0,281,7587.929421533352,150.15985901599547,0.0,13,18,22,25,42,74,110,140,220,260,280
POST,/setCurrency,21328,0,22,33.34335146286572,1,368,9967.549606151539,177.282561477617,0.0,22,28,35,40,64,110,170,200,300,330,370
,Aggregated,321472,0,18,28.61657002787179,0,565,9814.552446247262,2672.138953644622,0.0,18,25,31,36,62,100,150,180,280,380,560
