Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,16912,0,10,34.502246925260174,0,280,9947.174787133396,140.59633330892478,0.0,10,30,61,74,100,120,140,160,200,260,280
GET,/cart,26161,0,7,13.284736821986927,0,235,11164.197431290853,217.4870314389062,0.0,7,10,12,14,25,52,93,120,170,210,240
POST,/cart,43290,0,13,18.194941094941093,1,278,17009.98808038808,359.88737399144713,0.0,13,16,18,20,30,55,100,130,190,240,280
POST,/cart/checkout,17374,0,16,19.88782088177737,0,299,6406.290549096351,144.4371271824302,0.0,16,20,23,25,33,51,84,110,180,270,300
POST,/cart/empty,8687,0,12,18.947968228387246,2,255,9923.533786117187,72.2185635912151,0.0,12,15,18,20,33,71,120,140,220,260,260
GET,/product/0PUK6V6EV0,14581,0,7,11.551196762910637,0,183,7539.795212948357,121.21778240169303,0.0,7,9,11,12,20,44,81,100,160,180,180
GET,/product/1YMWWN1N4O,14526,0,7,11.377942998760842,0,220,7586.406856670797,120.76054503579952,0.0,7,9,11,12,21,42,78,97,150,190,220
GET,/product/2ZYFJ3GM2N,14573,0,7,11.50353393261511,0,197,7559.121731970082,121.15127514847215,0.0,7,9,11,12,21,44,79,100,150,190,200
GET,/product/66VCHSJNUP,14596,0,7,11.582556864894492,0,211,7526.1166072896685,121.34248350148216,0.0,7,9,11,12,21,45,82,100,160,190,210
GET,/product/6E92ZMYYFZ,14296,0,7,11.666550083939564,0,202,7533.71593452714,118.84846150569943,0.0,7,9,11,12,21,45,82,110,150,190,200
GET,/product/9SIQT8TOJO,14755,0,7,11.574449339207048,0,228,7585.423517451712,122.66431515924701,0.0,7,9,11,12,21,45,81,100,170,210,230
GET,/product/L9ECAV7KIM,14396,0,6,11.53500972492359,0,212,7556.765768268963,119.67980217096034,0.0,6,9,11,12,21,45,82,100,160,210,210
GET,/product/LS4PSXUNUM,14968,0,7,11.458377872795296,0,201,7550.696953500802,124.43507077625274,0.0,7,9,11,12,21,43,81,100,160,190,200
GET,/product/OLJCESPC7Z,14657,0,6,11.44197311864638,0,208,7589.454185713311,121.84960130729131,0.0,6,9,11,12,21,43,78,100,160,200,210
POST,/setCurrency,17607,0,11,17.947350485602318,2,245,9968.630090304992,146.3741509324881,0.0,11,14,17,19,31,64,110,140,200,230,240
,Aggregated,261379,0,9,15.525639014610967,0,299,9803.770161336603,2172.9499174523094,0.0,9,12,15,17,31,64,100,120,180,230,300
