Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,10904,0,5,24.824192956713134,1,154,9946.772560528247,91.38686276762162,0.0,5,21,47,57,79,93,110,110,140,150,150
GET,/cart,17096,0,3,6.436710341600374,0,159,11243.233212447356,143.2822639283987,0.0,3,4,5,6,10,24,56,74,110,150,160
POST,/cart,28498,0,5,8.736823636746438,1,188,17012.03259877886,238.8428847351138,0.0,5,7,8,9,14,26,51,70,120,160,190
POST,/cart/checkout,11346,0,5,7.7609730301427815,1,143,6406.194253481403,95.09128255332308,0.0,5,7,9,10,14,21,34,46,100,140,140
POST,/cart/empty,5706,0,5,10.025762355415353,1,193,9922.806519453206,47.82221560455328,0.0,5,7,8,9,16,36,76,99,140,190,190
GET,/product/0PUK6V6EV0,9454,0,3,6.039983075946689,0,136,7539.901734715464,79.23435442086343,0.0,3,4,5,5,9,23,52,69,110,140,140
GET,/product/1YMWWN1N4O,9531,0,3,5.776518728360088,0,137,7586.350750183611,79.87969451927748,0.0,3,4,4,5,9,20,49,67,110,140,140
GET,/product/2ZYFJ3GM2N,9489,0,3,5.793655811992834,0,126,7559.6660343555695,79.52769082923345,0.0,3,4,4,5,9,21,49,67,110,130,130
GET,/product/66VCHSJNUP,9504,0,3,5.826494107744108,0,122,7527.009995791246,79.6534064328206,0.0,3,4,4,5,9,21,47,62,110,120,120
GET,/product/6E92ZMYYFZ,9538,0,3,5.875969804990564,0,137,7534.42262528832,79.93836180095148,0.0,3,4,4,5,9,22,49,68,110,140,140
GET,/product/9SIQT8TOJO,9587,0,3,5.881193282570147,0,132,7585.949306352352,80.34903277266953,0.0,3,4,4,5,9,22,49,67,110,130,130
GET,/product/L9ECAV7KIM,9392,0,3,6.065055366269165,0,128,7557.122018739353,78.71472992603653,0.0,3,4,5,5,10,24,52,67,110,130,130
GET,/product/LS4PSXUNUM,9444,0,3,5.791507835662855,0,138,7551.338839474799,79.15054401847199,0.0,3,4,4,5,9,21,47,66,110,140,140
GET,/product/OLJCESPC7Z,9617,0,3,5.972236664240407,0,145,7588.079858583758,80.60046397984384,0.0,3,4,5,5,10,23,49,67,110,140,140
POST,/setCurrency,11516,0,5,9.494616186175756,2,181,9968.62348037513,96.5160593939775,0.0,5,7,8,9,14,31,66,90,130,180,180
,Aggregated,170622,0,4,8.136934275767485,0,193,9824.638915262978,1429.9898476831563,0.0,4,5,6,8,14,36,67,85,120,150,190
