Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,16339,0,10,33.708182875328966,1,231,9947.085256135626,136.9406026100176,0.0,10,32,60,72,98,120,140,160,210,230,230
GET,/cart,25620,0,7,12.647892271662764,0,233,11182.743364558939,214.72661967492814,0.0,7,10,12,13,23,49,90,110,160,210,230
POST,/cart,42604,0,12,17.77023284198667,1,297,17025.455966575908,357.0731032252396,0.0,12,15,18,20,29,55,100,130,190,260,300
POST,/cart/checkout,16980,0,15,19.53462897526502,1,240,6406.321142520613,142.31295870727087,0.0,15,19,22,24,34,50,86,110,190,230,240
POST,/cart/empty,8608,0,12,19.085269516728623,1,250,9923.113615241637,72.14546222333261,0.0,12,15,17,20,33,73,130,150,220,250,250
GET,/product/0PUK6V6EV0,14078,0,6,11.13986361699105,0,206,7539.243926694133,117.99068508132859,0.0,6,9,10,12,20,41,78,99,150,200,210
GET,/product/1YMWWN1N4O,14206,0,6,11.056877375756722,0,211,7585.890750387161,119.06348005862722,0.0,6,8,10,12,20,42,77,100,160,210,210
GET,/product/2ZYFJ3GM2N,14265,0,6,11.146512443042411,0,246,7559.890571328427,119.5579714934758,0.0,6,9,10,12,20,43,78,99,160,220,250
GET,/product/66VCHSJNUP,14298,0,6,11.2816477829067,0,200,7526.497622045042,119.8345514485606,0.0,6,9,10,12,21,42,78,99,160,190,200
GET,/product/6E92ZMYYFZ,14129,0,6,11.375327340930003,0,210,7533.5191450208795,118.41812683009601,0.0,6,9,10,12,21,44,82,100,160,200,210
GET,/product/9SIQT8TOJO,14096,0,6,10.923311577752553,0,200,7585.30448354143,118.14154687501122,0.0,6,8,10,12,20,41,76,99,150,190,200
GET,/product/L9ECAV7KIM,14176,0,6,11.055375282167043,0,193,7556.611455981942,118.81204373582285,0.0,6,9,10,12,20,41,80,99,150,190,190
GET,/product/LS4PSXUNUM,13999,0,6,11.255161082934496,1,184,7550.622258732767,117.32856943127709,0.0,6,9,10,12,21,45,77,98,150,180,180
GET,/product/OLJCESPC7Z,14317,0,6,11.335126073898163,0,224,7588.95033875812,119.99379445300337,0.0,6,9,10,12,20,43,81,100,160,210,220
POST,/setCurrency,17044,0,11,17.764902605022296,2,257,9967.896737854964,142.8493561959202,0.0,11,14,16,18,31,66,110,140,210,250,260
,Aggregated,254759,0,8,15.136360246350472,0,297,9823.663686071935,2135.188872043912,0.0,8,12,14,17,30,63,100,120,180,230,300
