Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,18066,0,13,38.13755120115133,1,311,9946.271338425771,150.19152875993015,0.0,13,38,67,80,110,130,150,170,230,290,310
GET,/cart,28170,0,9,15.746893858714945,0,263,11133.421654242102,234.19104202187714,0.0,9,12,15,17,30,59,100,130,200,250,260
POST,/cart,46914,0,15,22.079699023745576,1,342,17013.05290531611,390.01911769309,0.0,15,19,22,24,38,67,120,150,240,280,340
POST,/cart/checkout,18880,0,20,25.091631355932204,1,346,6406.298358050847,156.9587104498772,0.0,20,24,28,31,43,61,100,140,240,340,350
POST,/cart/empty,9377,0,15,22.797269915751308,2,305,9923.226618321425,77.95560529070437,0.0,15,18,21,24,41,80,140,160,240,300,300
GET,/product/0PUK6V6EV0,15584,0,8,13.927233059548255,0,250,7538.999294147844,129.55744404930542,0.0,8,11,13,15,27,52,90,110,170,220,250
GET,/product/1YMWWN1N4O,15891,0,8,13.972059656409288,0,267,7586.447108426153,132.10968579231982,0.0,8,11,13,15,27,53,93,120,170,230,270
GET,/product/2ZYFJ3GM2N,15578,0,8,13.880921812812941,0,237,7559.01842341764,129.50756310318786,0.0,8,11,13,15,26,52,90,110,170,220,240
GET,/product/66VCHSJNUP,15658,0,8,13.980137948652446,0,237,7526.326286882105,130.17264238475514,0.0,8,11,13,15,26,54,91,120,180,220,240
GET,/product/6E92ZMYYFZ,15610,0,8,13.608135810377963,0,234,7534.042152466368,129.7735948158148,0.0,8,11,13,15,26,49,87,110,170,220,230
GET,/product/9SIQT8TOJO,15437,0,8,13.950443739068472,0,311,7585.519595776382,128.33536086942553,0.0,8,11,13,15,27,52,94,110,180,260,310
GET,/product/L9ECAV7KIM,15545,0,8,14.076101640398843,0,220,7556.871598584754,129.23321789954136,0.0,8,11,13,15,28,55,91,110,170,220,220
GET,/product/LS4PSXUNUM,15633,0,8,13.771956758139833,0,220,7550.3625023987715,129.96480510926537,0.0,8,11,13,15,26,53,89,110,190,220,220
GET,/product/OLJCESPC7Z,15683,0,8,13.875661544347382,1,203,7588.6994835171845,130.3804796602449,0.0,8,11,13,15,26,55,91,110,170,200,200
POST,/setCurrency,18801,0,14,21.638689431413223,2,318,9967.150577096963,156.3019446593295,0.0,14,17,20,23,39,80,130,160,220,300,320
,Aggregated,280827,0,11,18.575375587105228,0,346,9812.914082335388,2334.6527425586687,0.0,11,15,18,21,38,73,110,140,210,270,350
