Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,12031,0,5,25.595212368049207,0,196,9947.140137976892,100.83592475640722,0.0,5,17,43,56,83,100,120,140,170,190,200
GET,/cart,18641,0,3,7.425030845984658,0,205,11254.044042701571,156.2365949118267,0.0,3,4,6,7,12,28,66,85,140,200,200
POST,/cart,30768,0,6,9.695982839313572,1,255,17020.65083853354,257.8771284934866,0.0,6,8,9,10,15,29,61,82,140,210,260
POST,/cart/checkout,12333,0,6,8.81910321900592,1,214,6406.221114084165,103.3670900191813,0.0,6,8,10,11,16,24,39,56,110,160,210
POST,/cart/empty,6209,0,6,11.082622000322113,1,196,9923.007408600419,52.03975204160356,0.0,6,7,9,10,17,37,87,110,170,200,200
GET,/product/0PUK6V6EV0,10118,0,3,6.462542004348686,1,158,7540.804309152007,84.80241764486146,0.0,3,4,5,6,10,22,54,77,130,140,160
GET,/product/1YMWWN1N4O,10208,0,3,6.68407131661442,0,147,7586.783013322884,85.55673841853587,0.0,3,4,5,6,11,26,57,78,120,150,150
GET,/product/2ZYFJ3GM2N,10260,0,3,6.475243664717349,0,203,7560.469590643275,85.99256819888107,0.0,3,4,5,6,10,24,55,73,130,180,200
GET,/product/66VCHSJNUP,10261,0,3,6.163824188675568,0,149,7527.237598674593,86.0009495408108,0.0,3,4,5,6,10,21,52,71,120,140,150
GET,/product/6E92ZMYYFZ,10176,0,3,6.480542452830188,0,144,7534.088836477988,85.28853547678497,0.0,3,4,5,6,10,23,57,76,110,140,140
GET,/product/9SIQT8TOJO,10304,0,3,6.647127329192546,0,176,7585.246312111802,86.36134724378856,0.0,3,4,5,6,11,24,58,78,120,160,180
GET,/product/L9ECAV7KIM,10306,0,3,6.524645837376285,0,180,7557.049485736464,86.37810992764798,0.0,3,4,5,6,10,24,57,77,130,170,180
GET,/product/LS4PSXUNUM,10290,0,3,6.616326530612245,0,189,7550.170068027211,86.24400845677253,0.0,3,4,5,6,10,25,57,80,120,160,190
GET,/product/OLJCESPC7Z,10423,0,3,6.418401611820014,0,145,7588.312098244268,87.3587269334247,0.0,3,4,5,6,10,23,54,76,120,140,140
POST,/setCurrency,12162,0,6,10.582387765170202,1,193,9967.650386449597,101.93388054919996,0.0,6,7,9,10,16,34,79,100,150,190,190
,Aggregated,184490,0,4,8.948544636565668,0,255,9827.319052523171,1546.2737726132134,0.0,4,6,7,8,15,39,75,94,140,190,260
