Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,7644,0,3,17.416666666666668,0,128,9947.328754578755,63.5826344434948,0.0,3,11,28,37,57,72,85,96,110,130,130
GET,/cart,11965,0,2,4.623568742164647,0,115,11232.532135394902,99.52462337996013,0.0,2,3,3,4,6,16,39,54,99,110,120
POST,/cart,20291,0,4,6.343255630575132,1,193,17011.44275787295,168.78011976621573,0.0,4,5,6,6,9,17,35,48,95,160,190
POST,/cart/checkout,8117,0,4,5.078107675249476,0,142,6406.0618455094245,67.51703869411922,0.0,4,4,5,6,8,13,21,28,99,140,140
POST,/cart/empty,3858,0,4,7.444012441679627,1,145,9923.418351477449,32.09076447972304,0.0,4,5,6,6,9,20,56,75,120,140,140
GET,/product/0PUK6V6EV0,6604,0,2,4.578437310720775,0,115,7539.527861901877,54.93193587975401,0.0,2,3,3,4,6,16,37,55,99,120,120
GET,/product/1YMWWN1N4O,6744,0,2,4.247479240806643,0,108,7587.458629893238,56.09645299410373,0.0,2,3,3,4,6,13,34,46,91,110,110
GET,/product/2ZYFJ3GM2N,6735,0,2,4.432071269487751,0,118,7559.059391239792,56.02159117960982,0.0,2,3,3,3,6,16,36,51,89,120,120
GET,/product/66VCHSJNUP,6730,0,2,4.299851411589896,1,117,7526.645022288261,55.98000128266876,0.0,2,3,3,3,6,14,32,49,91,120,120
GET,/product/6E92ZMYYFZ,6626,0,2,4.382432840325989,0,106,7535.220645940235,55.11493142629468,0.0,2,3,3,4,6,15,34,48,93,110,110
GET,/product/9SIQT8TOJO,6668,0,2,4.40371925614877,0,121,7586.381373725255,55.4642865605996,0.0,2,3,3,4,6,14,36,52,110,120,120
GET,/product/L9ECAV7KIM,6644,0,2,4.002408187838651,0,109,7558.258127633955,55.2646550552825,0.0,2,3,3,3,5,12,31,42,84,110,110
GET,/product/LS4PSXUNUM,6663,0,2,4.564460453249287,0,111,7552.087047876332,55.422696663658535,0.0,2,3,3,4,6,16,38,53,110,110,110
GET,/product/OLJCESPC7Z,6668,0,2,4.30878824235153,0,109,7589.561787642471,55.4642865605996,0.0,2,3,3,3,6,14,37,50,84,110,110
POST,/setCurrency,8093,0,4,7.440380575806253,1,198,9968.31335722229,67.31740718880212,0.0,4,5,6,6,9,21,53,68,110,200,200
,Aggregated,120050,0,3,5.906913785922533,0,198,9835.51485214494,998.5734255548863,0.0,3,4,5,5,9,23,48,64,100,130,200
