Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,6666,0,3,17.091059105910592,1,119,9946.239723972398,55.45660204195361,0.0,3,9,30,38,56,67,78,86,110,120,120
GET,/cart,10625,0,2,4.358023529411764,0,112,11098.272470588236,88.39279878424199,0.0,2,3,3,3,5,13,38,54,87,100,110
POST,/cart,17456,0,4,5.873796975252063,1,189,16996.04812098992,145.22208899555088,0.0,4,5,5,6,8,14,30,44,94,160,190
POST,/cart/checkout,7020,0,3,4.4824786324786325,1,108,6406.919800569801,58.40164211438859,0.0,3,4,5,5,7,10,18,23,67,110,110
POST,/cart/empty,3542,0,4,7.630152456239413,1,152,9923.613777526822,29.467039368826835,0.0,4,5,5,6,9,29,59,73,120,150,150
GET,/product/0PUK6V6EV0,5893,0,2,4.1669777702358735,0,105,7538.5577804174445,49.02576595158005,0.0,2,2,3,3,5,13,36,51,81,100,100
GET,/product/1YMWWN1N4O,5840,0,2,4.061643835616438,0,110,7585.083047945205,48.584841872938654,0.0,2,2,3,3,5,12,34,47,96,110,110
GET,/product/2ZYFJ3GM2N,5981,0,2,4.20297609095469,0,107,7558.579501755559,49.75786630856954,0.0,2,3,3,3,5,13,36,52,87,110,110
GET,/product/66VCHSJNUP,5949,0,2,4.0658934274668015,1,110,7526.525466464952,49.491647996937,0.0,2,3,3,3,5,11,34,48,91,110,110
GET,/product/6E92ZMYYFZ,5720,0,2,3.9071678321678323,0,110,7532.796853146853,47.58652320431663,0.0,2,2,3,3,5,11,30,41,81,110,110
GET,/product/9SIQT8TOJO,5829,0,2,4.298507462686567,0,173,7584.597701149425,48.49332932831497,0.0,2,3,3,3,5,13,39,53,99,170,170
GET,/product/L9ECAV7KIM,5831,0,2,4.143714628708627,0,112,7556.31212484994,48.509967972792005,0.0,2,3,3,3,5,12,35,47,100,110,110
GET,/product/LS4PSXUNUM,5749,0,2,3.937380413985041,0,98,7551.415028700643,47.82778354923362,0.0,2,2,3,3,5,11,33,49,77,98,98
GET,/product/OLJCESPC7Z,5884,0,2,4.068320870156356,0,104,7587.462780421482,48.9508920514334,0.0,2,2,3,3,5,13,33,50,87,100,100
POST,/setCurrency,7142,0,4,7.065387846541585,1,131,9967.60823298796,59.416599427487654,0.0,4,5,5,6,9,18,49,70,100,130,130
,Aggregated,105127,0,3,5.5881267419407,0,189,9800.907759186508,874.5853889685654,0.0,3,4,4,5,7,22,47,61,96,130,190
