Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1728408552,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1728408553,4,,Aggregated,0.000000,0.000000,1,2,2,2,8,8,8,8,8,8,8,8,8,1,1.875,0,8,0.0
1728408554,7,,Aggregated,0.000000,0.000000,1,1,2,2,2,8,8,8,8,8,8,16,16,1,1.4375,0,8,0.0
1728408555,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1728408556,14,,Aggregated,0.000000,0.000000,1,1,2,2,2,2,2,2,2,2,2,11,11,1,1.1818181818181819,0,2,0.0
1728408557,17,,Aggregated,0.000000,0.000000,1,1,2,2,2,3,3,3,3,3,31728408558,19,,Ag1728408558,20,1728408558,20,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1728408559,23,,Aggregated,0.000000,0.000000,1,1,2,2,2,2,2,2,2,2,2,14,14,1,1.0714285714285714,0,2,0.0
1728408560,26,,Aggregated,0.000000,0.000000,1,1,2,2,2,3,3,3,3,3,3,26,26,1,1.1153846153846154,0,3,0.0
1728408561,30,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1728408562,33,,Aggregated,0.000000,0.000000,1,2,2,2,2,110,110,110,110,110,110,16,16,1,7.75,0,107,0.0
1,0,4,0.0
0
ed,205.166667,205.166667,1,1,1,2,2,2,3,5,9,110,110,2142,2142,1,1.1283846872082166,0,109,0.0
